composition,Eg (eV)
Zn0.75Hg0.25Se,1.4
K2Ge4Se8,1.8
CdSiP2,2.1
KAsSe2,1.62
GaN,3.3
Cu2Te,1.04
Dy2Mo3O12,1.92
Li2PtO3,2.3
PbSe0.01S0.99,0.37
Si2Te3,2.0
Eu2SnSe5,1.07
Ba6Sn6Se13,1.52
As2S6,2.35
Rb2CdBr2I2,3.35
Cu2Ga4Te7,1.08
Ba2In2Se5,2.12
Cs3Sb2I9,1.89
Cu3SbSe4,0.31
Ag0.5Pb1.75GeSe4,1.51
Pr2S3,2.6
Sr2V3Se5O18,2.47
InSe,1.19
Nd2HfS5,0.7
Nb6VSb3O25,3.2
TeSe3,1.4
Ag3SbS3,1.77
TlS,1.36
K10Mn4Sn4S17,2.3
GaSb,0.81
Bi2Te2.7Se0.3,0.2
PtSb2,0.4
AgGaGeS4,3.0
KCu2SbS3,1.53
TiCoSb,0.95
InS,1.9
Ag3SbS3,2.13
PrTaN2O,2.0
Pr2Sr2PtO7.07,3.05
InSb,0.24
KBiS2,0.86
Cs4In8GeSe16,2.2
Tl6CuTe2O10,2.3
InPS4,3.12
BaCuTeF,2.3
Ge0.2Si0.8,1.1
Ba5In4Te4S7,2.13
CuInSe2,0.95
PbN6,2.98
LiSbS2,1.36
AlSb,1.69
Be3N2,3.8
AlSb,1.7
Cs39Cl6Ga53Se96,2.74
Zn0.43Cd0.57Se,2.9
Ag2SnS3,1.26
AlP,2.42
Cu0.4Ga1.6S2.6,2.5
Cs3Bi2I9,1.8
Tl3TaS4,2.7
PbS,0.29
Be3Sb2,0.67
V2O5,2.3
Cu3SbS4,0.8
BiSeI,1.28
CuYO2,3.5
TlCr5S7Se,0.97
GaVTe2O8,3.0
CdS,2.4
Zn0.65Hg0.35Se,1.0
Pb0.95Ge0.05Se,0.28
V2O5,2.49
NaF,10.5
Bi12SiO20,3.25
VTeO5H,2.51
CdAs2,1.2
CsI,6.3
Yb2O3,5.22
CdTe,1.43
In0.2As0.2Ga0.8P0.8,2.15
CuI,3.07
Ba2CdB6O12,4.59
Sn2BiS2I3,1.22
GeSe,1.18
As2Te3,1.68
Sm2S3,3.0
GaN,3.6
Y2O3,5.6
GaSb,0.72
GaSe,2.04
Ag2VI3O11,2.16
GaN,3.49
LiSbSe2,0.68
InSb,0.18
Cs2ZnSn3Se8,2.12
Zn4Sb3,1.2
TlInSe2,1.22
Eu2Ga2GeS7,2.3
TlHg6Se4Br5,2.8
AlP,2.52
La2Sr2PtO7.13,2.52
KCu3S2,1.46
CuInS2,1.55
RuP2,0.8
Hg0.9Cd0.1Se,1.5
Cu2O,2.67
AgP15,1.47
SmSb,0.59
IrAs2,1.0
PbTe0.5Se0.5,0.29
KScSe2O6,5.4
CdGeP2,1.8
Cu2Ta4O11,2.7
ReS2,1.33
Pr4InSbSe9,1.89
Tl2TeI6,1.5
K2La2Sb2S9,2.2
AgPdI3O9,1.5
Bi2Mo3O12,2.9
Se0.2Te0.8,0.4
Ag3SbS3,2.17
ZnSe,2.81
MnAl3,0.58
InN,2.11
TaGaS2,2.54
CuBr,2.99
EuTm2Se4,1.8
BaTeMo2O9,3.12
Mg3N2,2.8
Ba2InSbSe5,1.92
TiTlSe2,0.56
Ca3La2Sn3S12,1.45
Cs2PtI6O18,2.4
BiSI,1.64
EuCu2SnS4,1.85
GaSe,2.16
Na2BaGeSe4,2.25
Sr3GeSb2Se8,0.75
K2Ho4Cu4S9,2.43
La2CoTiO6,1.02
In0.8Al0.2P,1.7
Zn3As2,1.11
Cu2ZnSnSe4,1.44
Ga0.1P0.1Zn0.9Se0.9,2.3
LiBi4Nb3O12,3.0
K3Ga3Ge7S20,3.25
K2Au2Sn2Se6,2.28
TlCl,3.2
TcS2,1.0
SnO,3.0
GaTe,1.52
GaAs0.75Sb0.25,0.65
BaIr2Ge4Se6,1.33
KInTe2O6,4.0
ZnSnO3,3.9
Mg2Sn,0.18
Ca5Bi14O26,2.6
Ga1.001Sb0.999Te0.003,0.72
YNiSb,0.29
SrO,5.7
KZrPSe6,2.0
Ba5CdGa6Se15,2.6
MnTe,1.25
Ag2S,1.0
Ag3SbS3,2.17
AgGaSe2,1.65
AgGaSe2,1.8
AgSbSe2,0.58
AlP,2.5
AlP,3.63
As2S3,2.2
As2S3,2.32
As2S3,2.43
CdAs2,0.89
CdGa2Se4,2.27
CdGa2Se4,2.5
CdP2,2.11
CdS,2.57
CdSb,0.49
CdSe,2.26
CdSe,2.18
CdTe,1.59
CdTe,1.49
CdTe,1.52
CuFeS2,0.53
Dy2S3,2.91
GaAs,1.52
GaAs,1.42
GaAs,1.58
GaAs,1.43
GaN,3.8
GaS,2.38
GaS,2.53
GaSe,1.97
GaSe,2.09
GaTe,1.42
GaTe,1.8
GeSe,1.17
GeSe2,2.36
In4Te3,0.57
InAs,0.41
InAs,0.4
InAs,0.41
InSe,1.18
InSe,1.32
InSe,1.35
KI,6.38
Mg3As2,2.6
NaBiSe2,0.28
PbS,0.31
PbS,0.29
PbTe,0.19
Sb2S3,1.63
Sb2S3,1.72
Sb2S3,1.71
SnS,1.18
SnSe,0.94
Tl2Te3,0.48
Tl2Te3,0.7
TlCl,3.5
TlSbS2,1.54
Zn3As2,1.09
Zn3As2,0.98
ZnGeAs2,1.05
ZnO,3.35
ZnS,3.87
ZnS,3.6
ZnSe,2.67
ZnSnP2,1.3
ZnTe,2.25
ZnTe,2.29
ZnSe,2.76
ZnSnP2,1.66
ZnTe,2.4
