mpid,formula,mu_b
mp-31313,K3PSe4,0.0
mp-1077165,YbCu4Au,-1e-07
mp-3053,DyAlNi,-3e-06
mp-1093975,TlCdIn2,1.7747771
mp-865588,Y2CuRu,-6.900000000000003e-06
mp-10503,MgB4Os3,-1.5e-06
mp-10870,Zr5ZnSb3,-1.62e-05
mp-22585,GeRh2,-1.91e-05
mp-1071272,CeAl2BRu2,0.7742889000000001
mp-3283,RbNbO3,4.91e-05
mp-19792,Zr(Fe2Si)2,0.0008575
mp-1021350,KMg6C,0.241739
mp-977143,LaDyRu2,3.71e-05
mvc-12415,CaTi2O4,3.6170606
mp-626725,Ba(HO)2,-0.0007564
mp-1015065,Cr3N4,0.4977839
mp-780754,Li2VP2HO8,3.9999786
mp-1096976,GaAgO2,0.0
mp-571244,Nd10(B3C4)3,-0.0374997
mp-770965,Li5Nb2Co5O12,8.0000673
mp-568005,CsYbBr3,1.88e-05
mp-975106,Rb2Bi2O5,-0.0009484
mp-1029702,MgTiN2,-0.0
mp-31098,YB2Ir3,-5.79e-05
mp-15707,TbB2C,-6.8e-06
mp-973738,GeBO3,-0.0052667
mp-684747,Bi2O3,0.0048456
mvc-2286,YCu3(WO3)4,6.0001243
mvc-10081,CaFe2(PO4)2,32.0100335
mp-21030,Ti3Sn,-0.0003755
mp-19346,Fe3(PO4)2,24.0000014
mp-20959,Ce2InGe2,3.1680528
mp-567963,Lu5Ir2,0.0004419
mp-23140,AgHgSI,0.00015460000000000002
mp-1097157,Zr2ZnTc,2.5252644
mvc-11994,Ca(Fe2O3)2,36.0000029
mp-621981,TlAg(CN)2,0.0043809
mp-776046,TiFe3Sb2(PO4)6,14.004037099999998
mp-14398,CaSn(BO3)2,-1.92e-05
mp-757915,LiAgF3,2.0
mp-768198,LiCePCO7,-0.0046105
mp-1026958,TeMo2Se2S,-0.006010100000000001
mp-7928,K2PtS2,4.370000000000001e-05
mp-647247,Er2Ga10Os3,-0.0008215
mp-510402,GdS,6.8585004000000005
mvc-15036,NiP2O7,-0.0595629
mp-1017082,Mg6GaBi,0.005169
mp-775782,Na4Sn2C4SO16,-0.003837
mp-1021285,LiMg6B,0.004922600000000001
mp-23232,FeBr3,8.1982006
mvc-7427,MgCuBiO5,-0.0
mp-30126,Ba(BS2)2,0.0
mp-20231,CeInPd2,-1.4387253
mp-1009459,NbC,-0.00026230000000000003
mp-581855,Sr21(Mn2Sb9)2,39.9999999
mp-571507,TaH20C6N3Cl4,0.0109249
mp-650968,Nd5(FeB)18,0.0567464
mp-570166,Zr6Si7Ni16,3.61e-05
mp-1079729,ScMnGe,6.3626459
mp-601817,Cu4H3C2N5,-0.00255
mp-34023,Ba2NbO,5.0966853
mp-761436,Li7Ni5O12,2.9987085
mp-1025559,TbFeSi2,0.0044728
mp-764041,Na4NiO4,7.9999982
mp-705377,Li3Ni2(PO4)3,13.2793354
mp-1080579,NdCd2Pd,-3.7000000000000006e-06
mvc-9975,CaLaVCrO6,7.9999997
mp-850456,LiMnP2O7,32.0000013
mp-770642,Li2MnSO4F3,15.9992517
mp-540572,NCl3,-0.0005767999999999999
mp-774994,Li5Fe8(BO3)8,27.0000005
mp-697828,NaLaCoWO6,23.999872600000003
mp-763460,LiP4WO12,12.0007291
mp-22782,TiNiSn,0.0
mvc-15020,Ba4CaCr4Cu2F28,8.0207598
mp-770477,Li2CuAsCO7,0.00158
mp-1006242,EuInNi5,-1.5414635
mvc-14314,CrF5,-2.9999995
mp-581419,K3Nb2Cu3S8,1.6e-06
mp-1079997,VPt8,0.0009437999999999998
mp-774396,Li8Mn5Fe3(BO3)8,37.0015439
mp-764539,Li3Fe4(BO3)4,34.000105600000005
mp-651026,Os2C6SeO6,0.0006144
mp-19544,RbMn4(AsO4)3,80.0000052
mp-600242,InH24C6(Br2N)3,0.0105167
mp-1095187,Nb2O3,-0.0
mp-624234,TePb2O5,-0.0007932000000000001
mp-1580,NbN,6e-07
mp-998415,CsSeBr3,0.0055203000000000006
mp-27943,W2N,0.0011044
mp-14037,NaTl2RhF6,-1.47e-05
mp-10289,Ca(BC)2,0.0
mp-690698,AgSbH2C2(NF3)2,0.0016764
mp-755759,ZrO2,-0.0026342
mp-24920,Li2CrO4,2.95e-05
mp-1095820,InNi2Au,1.9994561
mp-556237,KLiYF5,0.0001814
mp-18647,Nd3Ti3(SeO4)2,0.4320677
mp-769870,Li4Fe3Sb5O16,12.9999876
mp-704879,Ni5Te4(BrO6)2,20.0012874
mp-540804,RbBi3S5,0.055280600000000006
mp-1030675,NaMg6CO8,0.1109112
mp-1095273,BaGdCuTe3,14.0000001
mp-780169,Hf2N2O,0.0056777
mp-773177,Na3CoAsCO7,5.9996485
mp-771498,Li4Ti3Fe5O16,4.0000012
mp-6764,BaSi2(NO)2,0.0006125
mp-765609,NaMn10O20,62.0002861
mp-626851,Fe4H14O13,19.9993129
mp-554657,Na2Tl2B10O17,0.0002837
mp-756886,Eu3NbO7,-36.0000021
mp-11947,LiAlAg2,-2.35e-05
mp-779165,Li2MnF5,16.0034334
mvc-309,Sr2TaCu2O7,0.0007402999999999999
mvc-8474,NiMoP2O9,7.9935516
mp-764147,KLiH2WO5,-0.0005447
mp-850960,LiMn(PO3)4,16.0010533
mp-766780,Li3Fe2(PO4)3,39.9953231
mp-680339,Mn4Si7,-0.05137630000000002
mp-1065130,TaCo3,0.0001558
mp-764042,Co3(OF2)2,20.864151100000004
mp-6917,TmAgSn,-4e-07
mp-1079550,PrSb2Au,2.08e-05
mp-13938,Sr2DyReO6,-0.0017589000000000005
mp-22981,TlIO3,0.0
mp-773220,Li2Fe3SnO8,13.9995276
mp-865750,Li2TeO3,0.0001336
mp-755831,BrClO,-0.0018546
mp-28257,SOF2,0.0
mp-18377,ZnS,-0.0001571
mp-29352,Ba2PdO3,-5.660000000000003e-05
mp-4861,Sr(CuAs)2,0.0
mp-1017556,CuNi3N,0.0008742000000000001
mp-1077905,InRh3PbS2,0.0009487
mp-723419,Sb2S19F12,-0.0022963000000000003
mp-769789,LiFe2O3,9.0000319
mp-697969,Rb2Cu3H2S3O14,4.3773472999999985
mp-29333,Rb2PuCl5,20.0000003
mp-570196,Zr5Sb4,4.3e-05
mp-568148,PrZn11,1.51e-05
mp-759330,Rb4Ge9(H3N)5,-0.0027039
mp-510369,Ce5Pb3O,12.1943649
mp-1079707,CaO,0.001209
mp-567334,Ag(BCl)6,0.0069393
mp-972633,SmErRu2,-0.000273
mp-686382,Sr2La14Mg2Ga14O45,-0.0004686
mp-28468,KAg5S3,0.0
mp-780831,Mn6O7F5,23.0019159
mp-796,Nb3Al,-0.0009397
mp-865357,Zn3Pd,6.07e-05
mp-765820,Li2V2F7,10.000879800000002
mp-13436,PrMgNi4,0.0047328000000000005
mp-774023,Na2Ti3Fe(PO4)6,-4.2846717000000005
mvc-5618,Ca2TiIrO6,2.0000447
mp-861587,Pr2In8Pd,0.0113706
mp-1028257,SrMg14Al,3e-06
mp-566538,Eu3Fe5O12,171.9999877
mp-764568,Mn2O3F,28.0024576
mp-720376,H4SeO5,-0.0143729
mp-1079507,CeFeSb2,-0.0120916
mp-907688,U(SiPt)2,0.3346935
mp-1039820,Mg30SiBO32,0.9231414
mp-625402,Sm(HO)3,-8.57e-05
mp-1034041,KLiMg14O15,-0.0
mvc-2753,Ca2Ta2CoO8,6.001035
mp-639705,SiO2,-0.0013113
mp-16690,K2NdP2S7,1.21e-05
mp-561820,GdCuSeO,14.0000005
mvc-12563,Mn2ZnO4,31.9999995
mp-10656,TmTe,1.3e-05
mp-381,SiRu,1.6e-06
mp-10457,HfSiPd,-1.36e-05
mp-246,TiF3,2.0000003
mp-1022090,NaMg6Cu,0.0010953
mp-756296,ErTiO3,4.0157104
mp-768263,Ba2La2O5,-0.0005078999999999999
mp-622260,KV2SbO8,-0.0005011
mp-12417,Ba2CaReO6,0.9896506
mp-1096906,CrN2,0.9153414
mvc-4383,TaZn2NiO6,1.9999873
mp-128,Ge,2.9e-06
mp-733650,CuH6(SeO4)2,2.000961
mp-979273,TePd3,0.0076035
mp-28507,La8Nb7S22,-0.0004182
mp-765118,LiVCrP2(O4F)2,15.999858800000002
mp-867155,Sr5Cd2Sb5F,0.0145827
mp-1029773,Ca2TaN3,-0.0
mp-645326,Al3Bi5I12,0.0001894
mvc-6205,Zn(NiO2)2,-0.4787565
mp-505330,Tm2Mn3Si5,0.0461415
mp-775612,Na4MnO3,19.9992611
mp-555845,BaLiZr2F11,-0.00014
mp-13189,SrLuCuS3,-5.36e-05
mp-762179,CrFe3Co2(PO4)6,25.8787635
mp-1095076,Ta2FeB2,8.1e-06
mp-775438,V2OF5,11.9995884
mp-30091,MgB9N,0.0032883
mp-1078515,LiTbSn2,-0.0002388
mp-26542,Sb(PO3)4,0.0007942
mp-39066,CsU2F9,8.0000005
mp-648984,LaSiAs3,0.0011618
mp-765044,Li14V9(P2O7)8,27.0001317
mp-17753,Nd3RuO7,-1.9391797
mp-6810,K2Ti(SiO3)3,0.0
mp-643092,U(GaFe)6,8.4980002
mp-1079174,PuPd,-0.1550393
mp-1100499,Li9Mn7O16,26.0000381
mp-1026621,Mg14SnSb,-2.53e-05
mp-762165,Li3(NiO2)5,2.9996009
mp-886,Ga2O3,-1.9e-06
mp-772590,Li6V2B4SO16,4.0028839
mvc-12031,MgFe2O5,16.0000013
mp-691028,Sr6La14Mg7Ti13O60,-4.620000000000001e-05
mp-627442,Ge7H18O23,0.0012042
mp-1079874,ErSnPd,4.2100000000000014e-05
mp-780579,Li3V3P8O29,-0.0028968
mp-1094159,Li3Mg,0.000176
mp-1022315,LaMg6Fe,0.0137478
mp-31090,Er2Pd2Pb,8.2e-06
mp-769049,BaLaCl5,-5.9e-05
mp-650121,Li2SeO4,1.9674483
mvc-8741,ZnSi4WO10,15.7673065
mp-1026446,Mg14BiW,0.0111994
mp-30993,LaIO,6.759999999999999e-05
mp-779602,Li3Bi3P8O29,-0.0008625
mp-29135,Zr6CoAs2,-0.0004185
mvc-16060,CaV4O10,2.0022201
mp-540793,VCl2O,0.9734164
mp-770028,LiVBO4,4.0001667
mp-11027,Cs3Hg20,0.0037679
mp-779200,Li4Nb2Cr3Ni3O16,12.0008683
mp-628593,Yb5(InSb3)2,0.0001243
mp-372,VPt3,1.3026950000000002
mvc-14293,Mg2Ti3O8,0.0
mp-764272,Li2V(OF)2,1.9992975
mp-558241,TaTl2AgS4,-0.0032312
mvc-5623,Zn2SnIrO6,1.9999965
mp-982981,Na3Rh,-0.0027093000000000004
mp-1056860,NaB,-0.0
mp-1036735,Mg30VCdO32,2.9999999
mp-974620,Rb,0.0067565
mp-9211,Tm2Fe2Si2C,9.990000000000004e-05
mp-781051,Li5V2Ni3O10,7.0009316
mp-771386,VBO4,0.0059998
mp-13308,HoGeAu,2.97e-05
mvc-16392,ZnW4O9,12.0564207
mp-565819,Ca5V3O12F,-0.0006776
mvc-11550,ZnCr2O4,11.9999694
mp-772562,Nd2V2O7,-3.9990537000000006
mp-764904,LiFe2(BO3)2,36.000148
mp-636647,Fe3(PO4)2,47.9996774
mp-672950,Sb(PO3)4,2.0063308
mp-652781,Sr10Cu5Bi10O29,-3.59e-05
mp-642991,TbH3(CO2)3,-0.0002478
mp-645193,Zr4AlNi2,0.070656
mp-1035955,YMg14SiO16,-0.34780809999999995
mp-850176,LiFeP2O7,39.9924386
mp-653561,Tl2GePbS4,0.0005995
mvc-3346,MgTiO2,0.0675376
mp-1030883,Mg6CrSiO8,4.0038456
mp-157,P,0.0
mp-1093906,LaBiPd2,2e-06
mp-5627,Pr(FeSi)2,0.0009019
mp-1095840,Y2CuPd,1.6335084
mp-706879,Al2NiO4,18.0366793
mp-1098602,HfMg30GaO32,0.4775967
mvc-5816,CoO2,8.0000001
mp-677649,SrLa9MgGa9O29,2e-07
mp-1025283,PrIn5Rh,0.012323700000000002
mp-566772,Cr3B7IO13,23.9946395
mp-1033075,CaMg6AlO8,-0.0023936
mp-556018,LiBH15C5NO3,-0.0020296
mp-571589,Mo2C,-5.1e-06
mvc-8775,BiSbO5,-0.0
mp-1097232,Y2ZnAg,3.0
mp-559350,ZrS4(N2Cl3)2,0.0013434
mp-554645,K3Sb2N2O6F7,0.0
mp-40066,CaLaMnFeO6,15.9813771
mp-746690,FeP3(H2O3)3,10.0000337
mp-775228,LiFeSiO4,10.0000002
mp-743881,K2V3P4H4O19,6.0083277000000015
mp-704550,Mn2SnC9BrO9,0.0021236
mp-715479,Mo3O8,0.0
mp-685901,K4Pt2I9,0.1189141
mp-505002,Sc5As3,-0.0128387
mp-772446,Co3SnO8,6.0000000999999985
mp-30640,Tm2Fe17,0.0048823
mp-19609,Fe2Ni(PO4)2,19.9999996
mp-1035156,LiMg14BiO16,0.0
mp-571054,Cu2Mo3Se4,7e-07
mp-626504,Al(HO)3,6.7e-06
mvc-5147,Mg(SbO2)2,0.0
mp-1039383,CaMg3,0.0001252
mp-771211,Lu2(WO4)3,-2.9100000000000013e-05
mp-1098867,YMg30NbO32,2.7786028
mp-1036221,CaMg14CdO16,-5.17e-05
mp-781622,Lu(HO)3,0.005813399999999999
mvc-13730,Ca(MnN)2,0.0001911
mp-1097840,H6RuCI3N,8.694554
mp-1025508,ErGa2Ni,-6.409999999999999e-05
mp-1093791,Mn2AlTc,6.0000005
mp-570140,AuBr,0.0006138
mp-6027,Ba2Tl2CuO6,0.0
mvc-853,YRe(WO4)2,12.0075049
mp-657353,BaZn(SeO3)2,-0.0008867000000000002
mvc-2198,MgCo(PO3)4,5.9996925
mp-5874,TlAgTe,0.0005891
mp-1076755,K4Na4Nb3(WO4)5,45.9999999
mp-677526,Rb2SeO4,-0.0004725
mvc-4941,ZnW2O5,4.0
mp-1079840,Dy2Ni2Sn,-3.33e-05
mp-975443,InCuO3,-0.000344
mp-1017447,HgGeO3,-1.77e-05
mp-680133,CdI2,8.1e-06
mp-770556,Li3MnO3,47.9987365
mp-607139,ZrSnIr,0.0024982
mp-649518,Fe2(TeO3)3,39.9841506
mp-580480,Mn8Zn14Ga27,5.6733023000000005
mvc-11435,Mn2AlO4,17.999997600000004
mp-765556,Li4Nb2Fe3Te3O16,11.999799
mp-1062236,PrCd2,0.3193528
mp-765983,Li3V3P8O29,-0.0152372
mp-866013,DyTmMg2,0.0001357
mp-8629,Si,8.609999999999999e-05
mp-1079176,Sm2Fe2Se2O3,8.0000006
mp-762116,LiCu4(PO4)3,13.7356203
mp-760405,ErBO3,0.0011129000000000002
mp-1077787,PbCI3N,2.0000001
mp-763702,Li(CoO2)2,1.9948592
mp-1095859,Ba2AlTl,-3e-07
mp-19058,Ba3CoRu2O9,17.3822213
mp-21794,Sm2Si2O7,0.0
mp-530709,TlW3Br7,0.0
mp-1074405,Mg4Si3,2.01e-05
mp-689498,Ba4PrMn3O12,9.9996279
mp-1038869,MgCd3,-0.0135415
mp-752413,Ca2HfO4,0.0004651
mp-29715,TeWBr9,2.0
mp-773130,Co(NO3)4,16.0458404
mp-556258,Na3BeAl(SiO4)2,-2.84e-05
mp-720658,Cs3Mg3In(PO3)12,0.0029581
mp-767277,FePHO5,7.9999997999999986
mp-399,Te2Pt,0.0
mp-775677,Li4Fe5P6WO24,22.0019829
mp-1723,UAl3,2.2378084
mp-1031351,Mg6TiBiO8,3.0419824
mp-707249,H24C8S(NO2)2,-0.0241762
mp-867150,CeMo12(NO27)2,6.6021893
mp-769809,Gd3TaO7,41.9999691
mp-1100158,BaHfMg6,0.0004935
mp-696040,LiCrP2O7,5.9989781
mp-20155,CoSn2,-7.000000000000003e-06
mvc-1742,CaTi(PO3)4,4.0144273
mp-868586,LiMn(PO4)2,12.3069256
mp-762960,Li3V3P8O29,-0.0017573
mp-568363,C,0.0
mp-1097017,KFe,5.7670381
mp-977568,ZrSnPd2,-2.4e-05
mp-13412,Y3Fe29,64.6487891
mp-40161,NaHf2(PO4)3,6e-07
mp-1030405,Te2MoWSeS,0.000793
mp-4730,Ga2HgSe4,6.850000000000001e-05
mp-12661,Cd3In,1.24e-05
mp-777566,LiVF4,8.0005685
mp-769982,Li5Fe2P2(CO7)2,9.0008102
mp-553955,V2O3,7.9998978
mp-761525,Li17Ni11O28,3.0000001
mp-1019517,Ba4Mg(SiN3)2,-0.0004317
mp-758287,Li3Ti2(PO4)3,4.002422
mp-684013,Ba2In13Ir4,0.017011000000000002
mp-984766,Ca(BH4)2,-0.0006809
mp-510593,Dy5CoSb2,-1.1e-06
mvc-11916,Ca2La5Mn7NiO24,24.0001551
mp-622618,BaLaNiRuO6,5.0000005
mp-975511,InSb3,5.400000000000002e-06
mp-696221,KAl(H2N)4,-0.0054253
mp-1038036,RbMg30MnO32,4.0000004
mp-780705,Na(Bi3O5)4,0.0003793
mp-757238,GdAsO4,13.999971400000002
mp-1059972,MnRh,4.0893837
mp-1027383,Te4Mo3WS4,0.0032481000000000003
mp-562012,K2Th(MoO4)3,0.0008648999999999999
mp-676023,NaY3F10,0.0004774
mp-18073,K7TaAs4,-0.0001959
mp-1100417,VSbRh,1.0000004
mp-769289,Y2Hg2O5,-0.0021754
mp-20683,Cu3Se2,0.0
mp-767956,Li4Fe2Ni3O10,12.000000300000002
mp-19671,SrV3P4O17,11.9999992
mp-580597,CsCrI3,16.0000008
mp-8439,Ca5(AlSb3)2,7.4999999999999985e-06
mp-22983,LiAlCl4,-0.00016769999999999998
mp-624117,Cs3V4Te2ClO14,3.9993922999999993
mp-1018680,DyTlZn,0.0015791
mp-863701,Ho2Mg,0.0019874000000000003
mp-560616,KCO2,-0.0018022
mp-763593,LiCo2(CO3)4,5.008144799999998
mp-12569,PrB4,1.2e-06
mp-770672,Na2LiMnPCO7,10.0044436
mp-764797,Li3V2(O2F)2,12.0001415
mp-557769,CaH2C2O5,0.0016733
mp-763935,V6O7F5,11.0002685
mp-531163,Nd12Zr12O37,2.0241914
mvc-12222,Ca6Mn3Al2O15,18.0427639
mp-865471,VGaTc2,-0.0002059
mvc-2524,Ba2Ti2AlTlO7,0.3705366
mp-775060,LiTiFeO4,19.9979264
mp-762258,Na2Sn4O9,0.0003696
mp-1029375,BaCN2,0.0
mp-1075403,Mg5Si6,2.27e-05
mp-773411,MnPO4,24.001468
mp-139,Sr,0.011727799999999998
mp-532695,Na3Zr2Si2PO12,0.0
mp-1099288,RbMg6Co,0.7588673
mp-705367,LiV4P7O24,16.0005572
mp-765991,Li2Mn4O3F8,16.000000099999998
mp-1022603,YHfMg6,0.0136569
mp-554440,CuSeO3,-0.0003991
mp-974810,Rb3Ru,1.7355641
mp-684805,Mn14Sb13,81.8444728
mp-1033178,Mg6BiCO8,1.003841
mp-769877,Li7Nb2Fe3O16,8.946951
mp-556030,BaCuCO3F2,-3.9981327000000006
mp-758604,LiAgF2,0.0001879
mp-1099624,BaSr7Ti5Mn3O24,9.2727439
mp-28535,Ca2Se3O8,0.0003739
mp-1080713,Er2Ni2Sn,2e-06
mp-770531,MnP2O7,12.0081396
mp-12717,U3Sn13Rh4,15.5366417
mp-772359,Mn3CoO8,11.9990059
mp-9843,Sr3(AlP2)2,-6.929999999999999e-05
mp-755705,SrLaI5,-0.0001083
mp-22555,RhS2,-1.7e-06
mvc-12619,MgCoO2,12.0000001
mp-1080543,Np2InPd2,16.168626
mp-763116,LiV(CO3)2,7.999224099999997
mp-1096683,LiPdPb2,2.5278656
mp-652326,Fe3C9S2O9,0.0
mp-4415,Ho(CoGe)2,0.0045938
mp-29797,GdBrO,14.000001199999998
mp-1065394,MoN,1.9e-06
mp-4622,Li2BeF4,0.0
mp-767034,Fe(CoO2)2,1.2e-06
mp-722605,Nd2Fe14B,124.046952
mp-767215,LiMn(PO4)2,3.9999401
mp-1009663,ReC,0.12769529999999998
mp-1040233,KMg30BiO32,6.5e-06
mp-763258,FeP4O11,15.9981684
mp-5960,Ca3UO6,1e-07
mp-541433,Cd(BiO2)2,0.0036412
mp-24383,Mg(H2N)2,6.5e-06
mp-776877,Mn2Cr(PO4)3,22.0029944
mp-625630,TeHO3,-0.0023239000000000003
mp-30720,Mn2Hg5,0.7823397
mp-4587,DyNiC2,1e-07
mp-645316,C7F3,-0.0001351
mp-14466,KLi6IrO6,2.0000001
mp-23307,NbCl5,-0.0009342
mp-21354,EuCuSF,13.999556
mp-867279,DyPaRu2,-0.0006865
mp-971648,GaP,-0.00013030000000000002
mp-1029857,Rb3W2N5,-0.0
mp-733849,Li2P2H2O7,-0.004056499999999999
mp-561902,CsAg3S2,8e-07
mp-780870,Fe4O7F,34.2399167
mp-667387,Hg8Br3O4,9.95e-05
mp-27208,RbMgCl3,8.499999999999999e-05
mp-694928,Ca3La5Mn7FeO24,29.9999997
mp-680172,CdI2,3.35e-05
mp-689533,La4FeSe6O,8.0022256
mp-1027935,LaMg14Zr,0.0124674
mp-8882,GaP,-6.75e-05
mp-569952,K2CuCl3,-0.000771
mp-11739,KLaTe2,2.58e-05
mp-2204,Nd3Te4,-7.8e-06
mp-15220,K2VCuSe4,0.0
mp-1018741,LaCuPb,8.950000000000001e-05
mp-6567,LiNd(PO3)4,-2.3e-06
mp-744988,KAl2NiP3(H2O7)2,4.0041211
mp-20027,FeP2,6.08e-05
mp-985295,Ag3P,0.0002178
mp-771478,Mn3Fe2P6WO24,5.0000095
mp-976727,PrBiO3,-0.0001162
mp-567612,ScOs2,6.12e-05
mp-562198,CoSeO3,6.0000002
mp-1021395,SrMg6Sn,0.0077106000000000015
mp-2387,Th2Zn,-5.31e-05
mp-759926,Li2Ti(BO3)2,0.0014003
mp-735500,Fe2BO4,20.0000018
mp-779332,B2TeO6,-0.0025847
mp-7376,Sr3(AlSn)2,1.8e-05
mp-9821,RbSbF6,-4.8e-06
mp-570598,SrSi7N10,0.0036311
mp-8307,CaNi4B,0.0
mp-20928,Sb2Ru,-1.75e-05
mp-781616,LiMn2(BO3)2,35.9972102
mp-765351,Li2Sn4P4O15,0.0006006000000000001
mp-1087236,Ba2AsSe4O3,1.0000043
mp-772077,BaYI5,-0.0014594
mp-1025461,PrBrO2,0.0
mp-29871,Na4SeO5,0.0002485
mp-565622,K2Ni(NO3)4,4.002769399999999
mvc-16041,Ca3(TiS2)4,0.3899147
mp-565243,Ni5Se4(BrO6)2,9.9998563
mp-4157,Sr(NO3)2,-0.0007524
mp-7187,TiAlNi2,0.0006035
mp-1028346,Mg14NiW,-0.0
mp-977364,HoPaOs2,0.0001806
mp-1097486,SrLi2Ca,-0.0004149
mp-772521,Li8TiO6,-0.0029704
mp-1095529,LuH2ClO2,0.0
mp-761262,LiCuF3,3.9999992
mp-17167,Be3Cd4Si3TeO12,-3.07e-05
mp-395,ZrAl3,-2.1e-06
mp-571286,SiC,1.55e-05
mp-662553,B2Pb2S5,0.0053699
mp-695982,BaNaP3(HO2)6,0.003361
mp-1078255,As2PdO6,2.0
mp-16859,Ba6Ga5N,-0.0501942
mp-758201,LiTiP2O7,4.0091102
mp-1035690,RbLiMg14O15,-0.0
mp-12791,SmCuSn,-1.2e-06
mp-2218,Er5Mg24,0.0010614
mp-549706,MgO,0.0
mp-17237,Gd3RuO7,35.9999974
mp-672292,Gd3Se4,40.53989470000001
mp-693759,Zr12Si2Bi2P16PbO72,-0.0006375
mp-773348,Li4Y3VO8,1.9998678
mp-777149,Li2MnVP2(HO5)2,18.000631
mp-10344,Ba2PrNbO6,1.88e-05
mp-769428,Li10Si2NiO10,3.996155200000002
mp-18027,BaC10,-1.76e-05
mp-643392,Ca(HO)2,-0.0003902
mp-1008929,FeN,2.4926456000000003
mp-1095513,SrCdAu,0.0002038
mp-777775,Ag(H7O4)2,0.0023788
mp-754344,LiZnO2,1.0205933
mp-705087,Rb3CoNCl4O3,12.0031668
mp-1019783,K2S2O3,0.0058673
mp-25601,Sr3NiPbO6,3.9997072
mp-952566,NaSnSb,3e-06
mp-14629,Li2EuSiO4,21.0000005
mp-547887,Cs2CoO3,20.0000009
mp-1037367,Mg30CuNiO32,0.9999995
mp-21387,CeInPd,1.3014209
mp-13211,Ag2Te2O7,-2.58e-05
mp-864912,YbGaPt,-3.19e-05
mp-545500,BaSbClO2,-0.0006491
mp-1093692,Li2SiAu,1.0
mp-14928,Sc2MnSe4,-2.32e-05
mp-861544,Li2Fe2Si3O10,19.9998867
mp-1022068,Mg6CoSn,-0.008934000000000001
mvc-10243,Ca(WO2)2,35.76627579999999
mp-1080509,ZnSiAs2,-5.660000000000003e-05
mp-780974,Fe10O11F9,48.9943606
mp-1026976,TeMoWSe2S,0.0063737
mp-450,NbB2,-1e-07
mp-767733,Li12VNi3P4(CO7)4,9.000556199999998
mp-1092,HoHg,-0.0012949
mp-32523,LiV(PO3)4,4.0000002
mp-555332,BaCu(SiO3)2,-1.9999995
mp-623245,RbMnF3,5.0000014
mp-1099892,La6Sm2Cr3(FeO4)5,127.9999997
mp-1031136,CeHfMg6O8,2.1143931
mp-769685,Li2NiBO4,6.0003572
mp-7092,TiSi,-9.5e-06
mp-16498,Sm(Al2Cu)4,0.0008816000000000002
mp-16297,Sc3SnC,1.1e-06
mp-570642,H12W3C4NCl9,3.9972895
mp-558604,CrS,5.8505669000000005
mp-32037,Mn2P5O16,14.0000008
mp-557969,LiLa2S2O8F3,3.7000000000000006e-06
mp-766178,Sr2Sn(HO)8,0.0
mp-31097,KAlH4,0.000666
mp-9910,K2Pd3S4,2e-07
mp-764587,LiFe2(BO3)2,36.00036820000001
mp-1025030,ErPt5,2.49e-05
mp-1072087,LaAu2,-0.0008843
mp-421,DyNi2,-0.0001477
mp-1095710,ZrScRh2,1.0
mp-1036133,NaMg14MnO16,4.0000009
mp-777425,LiFe2(BO3)2,36.0003003
mp-565430,CsFe(SO4)2,5.0002862
mp-779775,Li24Ti11CrO36,2.0040968999999995
mp-631375,ReSn2Se,-0.0006313
mp-631517,BaBeGa,-0.000962
mp-12675,MnAu,-0.0002134
mp-615478,Li6CoO4,5.999207599999999
mp-1028165,CaMg14Cu,0.0001452
mp-763119,TiFe3Co2(PO4)6,22.0009962
mp-864887,MgH4(NO4)2,0.0080321
mp-757431,LiSn(PO3)4,2.5137287999999995
mp-971632,GaP,-0.0004553
mp-3498,HfGaNi2,7e-05
mp-13160,YZnGe,-8.65e-05
mp-542159,FeCuPO5,15.993866399999998
mp-12088,Dy(SiOs)2,-0.0006603
mp-1080232,CsSrI3,-0.0
mp-774366,Li3MnFe2(BO3)3,25.9999431
mp-1075486,Mg5Si6,3.620000000000001e-05
mp-1080317,CeSe2,3.2299999999999986e-05
mp-625392,Lu(HO)3,-0.0003284
mp-779587,TiPO4,6.0140004000000005
mp-510028,Nd2Fe12P7,1.0942671999999998
mp-776113,Li8TiMn7(PO4)12,25.0108046
mp-1026452,HfMg14W,0.0033734000000000004
mp-35799,Hf2Bi2O7,-0.0005493
mp-865482,VTc2Ge,-0.0006232
mp-28084,Rb2PdBr6,-0.0002776
mp-19235,Sr6(CoO3)5,3.0000001
mp-32492,LiV(PO3)4,7.9999989
mp-582227,Eu(MnSb)2,15.6092448
mp-21244,Cr3RhN,-0.0224433
mp-1074846,Mg7Si4,2.2e-06
mp-1097144,LiTlHg2,1e-06
mp-541709,Nb3Tl2Br9,0.000609
mp-540257,Li2CoP2O7,6.0240712
mp-1019591,Ce3ZrO8,-0.00026260000000000004
mp-510580,NdNiSnH,-2.36e-05
mp-779968,Li2V4CrCuO12,4.9998916
mp-764667,Co3(OF2)2,22.0022038
mvc-5037,Zn2CuWO6,2.0
mp-764149,Li5V2Cr2O8,10.999967
mp-21719,Sc2V3Ge4,0.0
mvc-4002,ZnMoO3,8.0000003
mp-771460,TiCo5O12,5.0000334
mp-2484,SmSn3,-0.00033650000000000005
mp-11523,Ni3Sn,6.8e-06
mp-779900,Li4Co2Ni3O10,5.9500477
mp-5175,NaInO2,-0.0001492
