mpid,formula,e_form
mp-24888,SrCoAs2O7,-2.093027746704545
mp-1030281,Te6Mo3WS2,-0.4212181665104164
mp-638022,Sb4Pb5S11,-0.754368693671875
mp-640040,Mn4Nb2O9,-2.5506110620060003
mp-7947,PtO,-0.5952997256249999
mp-866184,Ti3Pb,-0.0586335775000002
mp-752537,Sr2HfO4,-3.5734721757142855
mvc-7505,ZnCuBiO5,-1.122758273125001
mp-554791,RuO4,-1.20155228875
mp-1073737,MgSi,0.14981408583333314
mp-3077,SmAlGe,-0.663600660833333
mp-1075302,Mg3Si4,0.1883225935714289
mp-1068908,Ce(GeAu)2,-0.4539396320000002
mp-24192,ErH2,-0.7900355640799995
mp-7640,Sc2Si2O7,-3.539160805795456
mp-1023504,Mg6AlCo,0.09551146374999986
mp-1094227,Mg5Sn,-0.011262009166666571
mp-1099086,Mg14FeW,0.22984802437499985
mp-676685,LiNi9S10,-0.6749622525312517
mp-1026432,Mg14TiNb,0.14007714458333353
mp-1020160,Na3Zn(BO2)5,-2.638254882675438
mp-685820,Sc10Mn17S32,-1.3954382961016951
mp-505517,BaNb4O6,-2.739000729772728
mp-4920,Nd(GeRh)2,-0.8957992454999996
mp-20541,V2P,-0.7871769501984124
mp-2415,DyTl3,-0.21307276791666666
mp-1035023,LiHfMg14O15,-2.8737869152822566
mp-850513,H12PtC6(N3O4)2,-0.9108153556884848
mp-761640,V2Cu(PO4)3,-2.4645153813492064
mp-20649,Y(MnGe)2,-0.4837074985000001
mp-568700,Na5LiN2,0.2913332675300002
mp-866615,CsAg2AsS3,-0.7335821492410721
mp-555052,MnSb2F12,-2.748065696349333
mp-866688,Cs4P2PdSe8,-0.7544779396626983
mp-1742,GdRh,-0.8005486749999999
mp-1025399,LaAu,-0.8171523550000002
mp-571041,DyB2Rh2C,-0.5940057912500004
mp-1079449,Nd(SiIr)2,-1.0312080464999993
mvc-859,MgNi3(P2O7)2,-2.305104551812771
mp-29882,CsPdCl3,-1.4751473269560005
mp-867047,CaSnS3,-1.2729065777708342
mp-19114,Ca2NiWO6,-2.551806165250001
mp-776141,Li4Fe3Co2Sb3O16,-1.7727832205357146
mp-961698,LiZnP,-0.4187045143650791
mp-31209,Ca(BeGe)2,-0.2548968589999994
mp-862833,PaZnAu2,-0.3391280762499997
mp-849367,LiFeF3,-2.8783355213390003
mp-557195,KCa2Nb3O10,-3.168291663125
mp-559057,NbTl(BO3)2,-2.7008919225833337
mp-25003,Ba2UMnO6,-3.2754661468459987
mp-22917,CuBr,-0.2518540474999997
mp-1097646,BeAlPt2,1.6222641212500006
mp-542293,Ba11Bi10,-0.8826900983333329
mp-771654,LiMn2(PO4)2,-2.5356858201110626
mp-850370,Li6Mn2B4SO16,-2.4189522840568682
mp-865079,TiZnPd2,-0.5794880054166667
mp-988939,AlAs,0.13955375749999988
mp-555189,Rb2LiC3S3(OF)9,-2.099264983857315
mp-9846,RbCaSb,-0.7985220116666666
mp-1980,YbNi2,-0.447222565
mp-764344,Li2FeSiO4,-2.602880405
mp-758096,SbOF3,-2.3243297659640003
mp-12175,Y5Pt4,-1.14692886388889
mp-766862,Li2VF6,-3.14808239746
mp-680674,Cs3Bi2Br9,-1.2732650996428567
mp-1098539,SrMg30NbO32,-2.9502476596875
mp-1099066,Mg14MnFeO16,-2.9023014128425
mp-3094,SrAl2O4,-3.4747206303571434
mp-30479,Ca3Pb,-0.3655374650000001
mp-545746,KSO4,-1.901755781510416
mp-1037362,Mg30TiZnO32,-2.9879623294010416
mp-15567,Na3AuS2,-1.1308816346875
mp-773385,Li3FeSiO5,-2.486125534125
mp-558808,LiAl(SiO3)2,-3.21964446325
mp-998918,TlFeSe2,-0.16705466054687526
mp-1030567,MoW3(Se3S)2,-0.7522872391406258
mp-28578,CsI3F16,-2.1395662998895006
mp-556725,CuH8C2Br3NO,-0.557235167661875
mp-550553,CdBiClO2,-1.6112099701519988
mp-767023,Li2VNiO4,-2.079042233125
mp-579722,K3Fe5(PO4)6,-2.5177469237781964
mp-24182,Rb2ZnH12(SeO7)2,-1.4972319768750804
mp-759435,LiCu(PO3)3,-2.407545193431123
mp-556320,Cs2NaFeF6,-3.0041011622140004
mp-569975,Yb3CoSn6,-0.4773651229999999
mp-1093693,HfTlAu2,1.5734045875000002
mp-560144,K2RuBr5NO,-1.062543540113
mp-567406,SmZn5,-0.2959887879166665
mp-1036766,SrMg30VO32,-2.99416261890625
mp-504814,Sb2Pb2S5,-0.7364585594791669
mp-631319,LiTiRe,1.04651121611111
mp-4038,Sm3S3N,-2.282469266723929
mp-862746,Sr2LiTl,-0.24185156374999986
mp-780656,Na2BiO3,-1.745340901875
mp-912418,TiGaFe2,-0.3574424691666671
mp-763017,Fe2O3F,-1.8424347958233345
mp-867346,ThCdHg2,-0.24250665375
mp-770024,Li2Mn3NbO8,-2.309056266634286
mp-745139,Na2Cr(HO)8,-1.6106900245505258
mp-22442,Ba2NaOsO6,-2.40481318975
mp-626210,Sr(H8O5)2,-1.4364684322377772
mp-17063,BaLaCuTe3,-1.3046475704166671
mp-780233,LiTi2O4,-3.162664648741495
mp-695788,LiMn(PO3)4,-2.5691549362967194
mp-768815,NaSbAsCO7,-1.78267558875
mp-568769,LaCo2,-0.04161617666666592
mp-1079496,Ni3Mo,-0.09223692249999972
mp-551905,OsO4,-1.5464383099999992
mp-1095419,TaCrP,-0.6705562335317458
mp-1026864,NaMg14Co,0.10775754656250024
mp-753955,K3H8RhC4(ClO6)2,-1.5838130210160009
mp-31620,Co2P5O16,-2.2733784352380946
mp-10674,Sm3AlN,1.0761805680240002
mp-762746,Li2Fe2SiO6,-2.3486659929545457
mp-766237,Gd3Y13O24,-3.9724776253125
mp-25881,LiBi(PO3)4,-2.544573981243388
mp-771409,Li2FeBO4,-2.386406881458334
mvc-3265,CrSiO5,-2.09713178375
mp-998919,TlCdTe2,-0.2282544275000005
mp-22235,Cs2MnSnTe4,-0.6134337937500005
mp-1080330,CeSe2,-1.4727690890625005
mp-568687,TbGa2Co3,-0.35734168055555554
mp-569508,Pr6Cd4Pd13,-0.7295971939130436
mvc-5491,Mg(SnO2)2,-1.9765761121428558
mp-770164,V2SO8,-2.0990251042329544
mp-643666,InH5NOF4,-1.771249322624166
mvc-4369,Mg2TaMoO6,-2.86267424125
mp-684193,Sm11Br24,-1.562430561714286
mp-1027525,MoS2,-1.3059929510416666
mp-554302,Cs2NaMnF6,-2.9514437673100002
mp-28328,RbI3,-0.7937847087499998
mp-622614,K2MnH4(Cl2O)2,-1.7094677146907693
mp-1099857,K5Na3Ta4Nb4O20,-2.640656030833332
mp-1079686,BaHo(CoO3)2,-2.2226727872500005
mp-2205,LuPd,-0.9746127600000004
mp-763409,LiVP2O7,-2.6587434949945883
mp-997011,CuBrO2,-0.2599879156249996
mvc-4854,MgCrO2,-2.435728218125
mp-850086,Ni3S2,-0.5009621606250008
mp-645592,Nb3(BiO3)5,-2.324375214293477
mp-28513,Pb(ClO3)2,-0.8640129093355561
mp-1008559,BP,-0.4004172198809526
mp-4072,Sm(SiRu)2,-0.8996173104999997
mvc-3734,ZnCrF5,-2.8100306254928573
mp-542090,Na4Al3(SiO4)3,-3.0159097968181823
mp-1096159,NbSnRu2,3.0304778912499994
mp-1065309,ZrAl3,-0.4620722549999998
mp-1080496,GdInAu,-0.7440196311111104
mp-867198,LiGaPd2,-0.6980306624999999
mp-782035,Al2O3,-3.351978652083334
mp-32493,V(HO)2,-1.6121106509479983
mp-19572,TlMo2(PO4)3,-2.439310913015873
mp-10349,Na2SnTeO6,-1.88117960475
mp-625614,H9BrO4,-1.2402210932199995
mp-540536,Mo2P3O13,-2.4157658214186504
mp-771722,Li4Nb3V3(NiO8)2,-2.3950467325
mp-557497,Pr2Nb11O30,-3.160749814476744
mp-867981,Mg3(PO6)2,-1.8709981375700284
mp-1072051,TbB2Rh3,-0.7056484294444445
mp-780287,Li3Mn2(SiO4)2,-2.605647232128
mvc-2643,ZnW5O7,-0.71233431298077
mp-571085,Ga2BiSe4,-0.5400761845535713
mvc-10914,CrP2O7,-2.3508513594940466
mp-555606,Na10Be4Si4O17,-2.7328698863214282
mvc-7057,CoS2,-0.4807421360416673
mp-18816,Fe2SiO4,-2.3902410807142864
mp-1025705,Te2Mo(WSe2)2,-0.40931805381944425
mp-3011,Th(GeRh)2,-0.8733787640000003
mp-561062,NaSb3(PO5)2,-2.31353274374628
mp-651870,Pb3O5,-1.3370816189062502
mp-1095789,Sc2ZnIn,2.04636541875
mp-1028398,Mg14CoW,0.19996254500000046
mp-694970,SrLa7Cu4(SnO6)4,-2.7220498497500003
mp-769611,Li4V3CrO8,-2.460874864999999
mp-762404,LiMn3O6,-1.9513971025379988
mp-1097072,HfMgCo2,2.50085788625
mp-565885,Ca4Mn3O10,-2.609050817669411
mp-753305,LiTiSiO4,-3.0629952009523795
mp-771850,Li3V(TeO3)4,-1.8397401517500007
mp-777072,LiVPO5,-2.6048635586681543
mp-1066781,BrCl,-0.3450562641299999
mp-672958,LiSb(PO3)4,-2.5186867062433858
mp-21560,CuAs2PbO7,-1.5809743928409097
mvc-586,YAg(WO4)2,-2.3367138510416665
mp-25741,KCoH6(N3O4)2,-0.9356393260681816
mp-2267,HoB2,-0.5955533961111108
mp-771909,Li4Mn2P4H3O16,-2.436745868971067
mvc-9008,LaMgFeCoO6,-2.3600444987500007
mp-30671,Ti2Ga,-0.3979253544444449
mp-21907,NbSiAs,-0.5896621933333334
mp-27849,TiBrN,-1.5087287496822224
mvc-4364,BiO2,-1.2862343066666664
mp-625487,Zn(HO)2,-1.4713829469479998
mp-704252,LiMn5(P2O7)4,-2.478909621537188
mp-11373,DyTlPd,-0.6604996438888896
mp-17160,DyPtF7,-2.941143723332963
mp-3917,Cd2GeO4,-1.7900053635714284
mp-850984,MnOF,-2.3549674794666675
mp-555370,V(MoS2)2,-1.1308056737500007
mp-634945,Eu2H6Ru,-0.6672827974133324
mp-756213,Li8BiS6,-1.3201094192916671
mp-20240,YbIn2Pd,-0.6749437987499998
mp-1079688,Hf4CuSi4,-0.7579045222222239
mp-766301,Ba2CaI6,-1.7015080638888886
mp-1025986,Te2Mo3S4,-0.8905377684722227
mp-18773,WO3,-2.1838584303125
mp-1086664,RbCd4As3,-0.23685087062499965
mp-1078794,Ce(NiSn)2,-0.4979493550000001
mp-1029284,Te3MoWSe,-0.2714727239322923
mp-22312,Nb4FeSi,-0.2854084850000002
mp-770202,Ni2(SO4)3,-1.6311425924816176
mp-20675,HoSiRh,-1.0652798916666673
mp-720615,H4NClO5,-0.742041581488182
mp-17672,BaLi(B3O5)3,-2.9590538149519223
mp-28447,Mg(BiO3)2,-1.7187403297222223
mp-771774,Na2SiSnCO7,-2.3837097334375
mp-1079145,ICl3,-0.6427604736950001
mp-9205,KSeO2F,-1.9533473124567493
mp-1097373,ScInHg2,1.2482409575000002
mp-21910,Nd3AlN,1.0709963590240008
mp-1033120,Mg6AlCrO8,-2.7773802725
mp-770082,CoPbO3,-1.2272978152500005
mp-631435,ReRuBr,1.3312451433333323
mp-1094079,PAuS,-0.2725144065525799
mp-1018819,NdTlCd,-0.33311486416666664
mp-504353,LiSb(PO3)4,-2.537310478743388
mp-1008809,PtN2,0.6664883884133346
mvc-300,Sr2AlCu2SnO7,-2.2422107891346155
mp-777861,Fe10O11F9,-2.1402514356486666
mp-24871,K3Co(NO2)6,-1.22879581224
mp-1028931,Te2MoWSe2,-0.3645799778645831
mp-1079861,TmCoGe2,-0.5866097762499995
mp-2848,Pu5Ir3,-0.40943325367187455
mp-504828,NdH12(NO5)3,-1.4642135968332248
mp-1080815,ZrSnRh,-0.7631563549999996
mp-867834,LiHfPt2,-0.9491324362500002
mp-1093967,Al2CuRh,1.7688957800000007
mp-1028933,TeMoWSeS2,-0.7958581019531247
mp-341,PbF4,-2.2176629809520003
mp-31484,K4GaAu8,-0.3431299573076923
mp-1039763,CsMg30WO32,-2.8364671821875
mp-674942,Na3N2O9,-0.6229764400721436
mp-18253,SrGa4O7,-2.5141820653125007
mvc-643,AlCo(WO4)2,-2.1852025533333332
mp-22479,Zr4Pd2O,-1.2567467183928571
mp-565678,K2HoPWO8,-2.8720638511996337
mp-12011,KTbGeS4,-1.6366673313690483
mp-555144,BaAlF5,-4.059768360671429
mp-756131,Sr2CaI6,-1.6635990427777785
mp-1087242,CeSe2,-1.089119503229167
mp-25685,CrBPbO4,-2.348742424880953
mp-561619,CsLuS2,-2.1437216645312502
mp-562366,Cs2U3(TeO7)2,-2.8859863475000007
mp-997044,CuO2F,-0.8574505621724997
mp-15077,Ag7AsS6,-0.3531299338839285
mp-15438,ZnP4O11,-2.4976282731956845
mp-771399,Li2NiSn3(PO4)6,-2.3786706956547627
mp-849501,Li3V3P8O29,-2.5437140336281847
mp-771277,Li24Ti5Cr7O36,-2.5495150501157404
mp-762651,Li2Fe(PO3)4,-2.5802008227568924
mp-30328,Ho6FeBi2,-0.4163073822222224
mp-4783,BaPrO3,-2.90794966275
mp-22633,Pb3O4,-1.4609847078571423
mvc-5900,CaP2WO7,-2.551684951812771
mp-647385,V2Pb4O9,-2.016342742666666
mp-861666,LiRu2W,-0.05531214000000162
mp-1018947,PtN2,0.6698168167466676
mp-853159,Li7(CoO3)2,-1.8328529505000002
mp-769859,Li4Mn5Ni3O16,-1.7178588569571418
mp-510073,RbLi(H2N)2,-0.5991695283425003
mp-26871,Li2Sn3(P2O7)2,-2.446686921516564
mp-972180,YbMgIn2,-0.3501030574999997
mp-32640,La5S8,-2.4304075501923084
mp-761430,Li7Mn11(Si3O16)2,-2.439014820902857
mp-21656,Ta11(FeSe4)2,-0.5553834373214291
mp-758841,LiCu2F7,-1.882939942958
mp-1023061,YMg6Ni,0.019081840937499983
mp-632802,Ba2CaTlCu2O7,-1.9815282964423084
mp-1038124,CaMg30FeO32,-2.9983103725
mp-997546,Li2Mn4P4O15,-2.557765857698838
mp-1016928,MgSiO3,-2.7851841467500003
mp-1096198,MnBePt2,2.03207086875
mp-1097412,NbInCo2,2.6946573975000003
mp-752713,HoBO3,-3.577152184416667
mp-997540,Li3Fe2Ni5O12,-1.2921701118939388
mp-707160,HNF2,-0.435509555845
mp-510055,Co2B2O5,-2.1896411310648154
mp-1079714,SiHgP2,-0.05444789529761973
mp-850064,Mn4O7F,-1.8978519923983324
mp-32097,LiMo(PO3)4,-2.6162242959656097
mvc-4432,Zn3Si4(AgO7)2,-2.1786982196739126
mp-1099079,CeMg14Sn,-0.02158705718749987
mp-558580,Na2Zn(SiO3)2,-2.7233004225
mp-996958,AgHO2,-0.7801326290299997
mvc-1034,CaSnP2O7,-2.7564104124945885
mp-29827,Rb4Hg5Te13,-0.39783757238636336
mp-779784,Li6MnFe5(BO3)6,-2.425718277735001
mp-1038873,Ce2Mg,0.05474038333333316
mvc-6932,CaCr2O4,-2.4074606192857138
mp-554491,SiC(ClF)3,-1.7882934319812498
mp-626193,Sc(HO)3,-2.300870731015714
mp-1024039,Mg3AlO4,-2.697731466875
mp-776253,Li5SbS4,-1.2460549856250005
mvc-11260,Ca(VS2)2,-1.4467567801785717
mp-566657,Cd5Mo2(P2O7)4,-2.431929571273532
mp-1026442,CsMg14Ti,0.2259342395833335
mp-761316,Li7Cr3(SiO6)2,-2.572403056041667
mp-24093,CuH,0.06154782819000015
mp-695963,K2NaH10IO10,-1.4521164986958333
mp-763307,Li4Ti3Mn2Co3O16,-2.3556756868542856
mp-774539,LiTi2(PO4)3,-3.0285193518121702
mp-561280,Na3Li3Fe2F12,-3.0271573493390003
mp-674329,La2CdTe4,-1.1588456107142855
mp-30554,PrGaCo2,-0.1492228374999991
mp-762217,Li2P4WO13,-2.5774523514315475
mp-769069,Na2Li4Ti3Al(PO4)6,-2.858468984964288
mp-764621,Li3Fe8(BO3)8,-2.346388412170542
mvc-11828,Ca2CuIrO6,-1.93122303925
mp-761527,LiMnPO4,-2.6345209962936056
mp-755756,Y2TeO2,-3.2210692655000015
mp-627442,Ge7H18O23,-1.6228068803939582
mp-619126,Ba2TlCuHgO5,-1.7206175396249996
mp-867979,LaInHg2,-0.4692084724999997
mvc-239,CaSnO2,-2.228711913125
mp-1020016,Li4Ca2Mg(SiN3)2,-1.1220055142853331
mp-567890,AgHg3As2Cl3,-0.5582165346051847
mp-530144,Ba6Cu34S27,-0.7859423273087685
mp-1094450,Mg5Zn,0.009292754166666604
mp-2998,BaTiO3,-3.492403165083334
mp-1016619,Mg6CrCd,0.10516765937500017
mp-38017,Na2PtO3,-1.372953743958334
mp-1099687,K4Na4Nb3W5O24,-2.4263633022500004
mp-1100354,CaSnS3,-1.3888682779375008
mp-570853,SrCeI4,-1.4676308674999998
mp-557331,FeS4N4Cl3,-0.40937880254583386
mp-767153,LiCo2(PO4)2,-2.2707131089377293
mp-22255,RbInTe2,-0.7110949237500002
mp-864757,YbN2,-0.8987287799199991
mp-1028179,CaMg14Co,0.09727773375000016
mp-984705,ErRu3,0.1346516849999997
mp-1094047,Sr2Ti2O5,-3.2716702546759264
mp-865219,Dy2IrRu,-0.6030006995833341
mp-601388,NaCoBP2H2O9,-2.3520324600841955
mp-1094417,MgTi,0.15095537083333413
mp-554659,H12C5N2O,-0.3648026038474995
mp-754521,Sr(IO3)2,-1.5507561630555555
mp-1035823,KMg14BO16,-2.797858436770833
mp-1037257,Mg30VCoO32,-2.9681718593749986
mp-1025787,Mo(WSe3)2,-0.5952906268402782
mvc-1192,Ba2Sn3O7,-2.193463311979168
mp-615682,Ba2LaTa(CuO4)2,-2.793567073571428
mp-765839,CoRe2(H2O3)4,-1.6922495188678262
mp-975599,Pr3Er,0.034370231249999605
mp-619128,V6PbO11,-2.3865596527083333
mp-17145,Ba3CuSb2O9,-2.35333733775
mp-977113,MgPdAu2,-0.4367429875000002
mp-985294,Ac3Er,0.05641913937499954
mp-38505,GaCuSe2,-0.2415835030468747
mp-1095470,Eu2ZnGe3,-0.5615723074999993
mp-862959,PmRh3,-0.3748436693750001
mp-504781,NpI3,-0.5448469296875
mp-621994,NdOsO4,-2.4887934772916664
mp-1018055,HfIr,-0.9180993500000004
mp-776802,LiFeF3,-2.8895023837140013
mp-1076545,K2Na6V5Mo3O20,-2.2269741195138884
mp-17805,Ba2SnSe3F2,-2.2573207541451565
mp-570360,RbNd2I5,-1.2257683681250002
mp-1077944,HgPd5Se,-0.19955091265625008
mp-559873,CSNO2F3,-1.5589559362515617
mp-19536,La4Mo2O11,-3.24345511639706
mp-1067160,LiYbS2,-1.6565360095312505
mp-3638,Cu2P2O7,-2.0368096568127707
mp-8298,Sr4P2O,-1.6446323182057818
mp-1794,BeO,-2.6331821931249992
mp-1027815,KMg14Co,0.1921546150000002
mp-699460,KLiH4S2(NO3)2,-1.5950238418665623
mp-505368,As2Pb3O8,-1.748595225
mp-771208,Ba5(Ga3O7)2,-2.6585325709000007
mp-19015,VCrMoO7,-2.232170468375001
mp-774462,LiFePO5,-2.251234489605655
mp-762214,Li2Co3SnO8,-1.7344398548214284
mp-9322,Rb2Sn2Se5,-0.7336196153298613
mp-7064,Er2Si2O7,-3.71769830534091
mp-695952,Cr3(PO4)4,-2.3514470640165626
mp-1078805,SmSb2Pd,-0.8270966831250002
mp-1079239,Ho6MnTe2,-0.5856483366666652
mp-753314,Eu2SeO2,-2.6661060262187504
mp-638141,LiSn5Rh3,-0.4803386363888894
mp-28234,CaAl12O19,-3.443858479492187
mp-562537,Ta2Ni3S8,-1.1435549067307689
mp-558601,BaWO4,-2.7211447033333336
mp-733577,TiH2N2OF4,-1.189768252717667
mp-27809,Ba(GeP)2,-0.5069724857380955
mp-542932,LiFeAsO4,-1.9938107517857144
mp-29411,Na2B2S5,-1.0688159306828713
mp-981208,YTmHg2,-0.4923810606249997
mp-696329,RbCa(H2N)3,-0.6903587208054541
mp-973175,ScBi3,-0.15082694125000007
mp-643260,Na2H4Pd,-0.3347217906399997
mp-1073522,MgSi2,0.1147476549999998
mp-22724,CeZrF7,-4.1876397864811095
mp-578771,Er10W2O21,-3.6763566831439394
mp-761504,V5W3O20,-2.264349435357143
mp-2156,TiS2,-1.7206568015972237
mp-761495,Li2Ni(PO3)4,-2.470548341441103
mp-769873,Li3MnF6,-3.0086351984766666
mp-643770,Rb2MgH4,-0.28785514135428564
mvc-6400,Zn(MoO2)2,-1.743486765
mp-975784,PrY3,0.022034063125000003
mp-4530,Cd2SiO4,-2.2434717021428576
mp-1028211,CaMg14Al,0.004637581250000133
mp-554850,Mn2O7,-0.9006752759077775
mp-1034523,SrMg14VO16,-2.9113533640625
mp-1075366,Mg5Si6,0.13370592318181773
mp-762216,Mn3Co2Ni(PO4)6,-2.203867111706983
mp-16836,RbNa2Si17,-0.037916342499998736
mp-569008,PdCl2,-0.8413524588400003
mp-25155,CsV3(SeO6)2,-2.0042978148437505
mp-733650,CuH6(SeO4)2,-1.2548511746416169
mp-763649,Li6NbCr3(PO4)6,-2.638180669964286
mp-646579,V2Ni(PO5)2,-2.0972049215793644
mvc-9702,Ti2P2O9,-3.043795982174908
mp-28131,C(Se2Br)2,0.1387102775892853
mp-1093537,TlIn2Pb,1.08533392625
mp-631411,CaTa2Tl,0.6226738487499999
mp-735783,BaNaFe4P6H3O25,-2.3535283685170363
mp-962059,SrMgSi,0.4793819133333332
mp-632286,Sb,0.06575136500000056
mp-998620,RbSnF3,-2.792025203714
mp-759234,Li3CuF6,-2.615102372464
mp-772013,V3Sb(PO4)6,-2.5358550127521
mp-20338,CeAl3Ni2,-0.6021741633333336
mp-767297,MnH8C2S2(NO2)2,-0.9844019001476312
mp-665,SnSe2,-0.3437956073958333
mvc-259,Sr2YGaNi2O7,-2.42862641701923
mp-5692,TbRhO3,-2.592281278916667
mp-31257,Mo15S19,-1.0108397756525738
mp-771420,Na3VSiCO7,-2.463842688942308
mp-549687,K4CO4,-1.6575004880555555
mp-758688,Li2CuF4,-2.5375840163942853
mp-849092,NiS2,-0.3367476710416669
mp-906948,PuO2,-3.623403513125
mp-1097584,YGaAg2,1.610329036875
mp-13516,TmAl3(BO3)4,-3.2687188065833324
mvc-14551,La2MgBiO6,-2.91794711525
mp-510368,RbUCrO6,-2.7859362697222214
mp-864791,PaAgTe2,-0.3733516374999999
mp-611386,Rb2NiF4,-2.6422307006800003
mp-761370,Li4MnCr(WO6)2,-2.1765660377980005
mp-705670,V2Cu2O7,-1.6110505253409082
mp-766351,Ba2CaI6,-1.6985254566666663
mp-698274,ZnH8(CO2)4,-1.2188487937600003
mp-998241,MnInF3,-2.531221215905999
mp-569711,K5Nb(CN)8,-0.3658636085927275
mp-28616,NbTe5Pd,-0.37467995392857184
mp-25698,MnBPbO4,-2.22963410073238
mp-16610,Ge3Os2,-0.07373354199999937
mp-34857,KNO2,-1.3966901912200005
mp-29344,LiGaCl3,-1.6997583167060004
mp-696353,Al6C3N2,-0.1382106088418182
mp-867163,Sr2AgPt,-0.5249346975000004
mp-556689,KZrF5,-3.828085118707144
mp-42458,SrAl3P2(HO2)7,-2.5087972316307594
mp-780318,LiCoOF2,-2.2568944604760004
mp-849978,Mn6O7F5,-2.2556774130811106
mp-16826,Yb5Sb3,-0.9680357196874998
mp-558879,OsOF4,-1.9549908462099999
mvc-11968,CaCrO3,-2.6222820937499995
mp-16341,Li2HgGe,-0.2720653087499998
mp-22268,ZrPRu,-1.12382891436508
mp-973133,ScCuPd2,-0.6414661299999995
mp-13961,NdAs2,-0.9894030483333336
mp-774240,Na3Li3Mn2P2(CO7)2,-2.4004283721388644
mp-1019584,CaAl2SiO6,-3.44240516175
mp-1069147,PrFeGe3,-0.4306730630000004
mp-6660,BaNaBO3,-2.8687488317361116
mp-849554,Li2Mn3(BO3)3,-2.4433347264194123
mp-999137,SmTlSe2,-1.3826178961718751
mp-1068850,Sr(BN)2,-0.8015126976186664
mp-652364,PNCl2,-0.9646210574988096
mvc-3230,MnZnSiO5,-2.26413969277625
mp-29704,Cs(SO2)2,-2.014000824375
mp-566713,ScCr2Ag(H2O5)2,-1.7866880148322215
mvc-4676,ZnBi2O5,-1.3410766551562503
mp-28022,Na6CdCl8,-1.9894422347386669
mp-1094666,Mg3Al,0.04011132687499997
mp-21001,Y(GeRu)2,-0.6510111764999991
mp-23259,LiBr,-1.54784428
mp-770042,Li2CrFeO4,-2.064884321875
mp-1302,PrO2,-3.0415817508333327
mp-984055,Ca7(H6Cl)2,-0.9649415695219044
mp-1039236,MgBi,-0.03419869333333322
mp-754043,NaLuO2,-3.2337535231249994
mp-1095904,Ba2HgAu,0.7072537675000001
mvc-5180,CaCrO2,-2.37645631
mp-961682,TiSnPd,-0.5844787905555565
mp-866011,DyThTc2,-0.02754630166666594
mvc-8843,MgTiBiO5,-2.5998670628645844
mp-22716,LiCu2P,-0.28251773327380914
mp-1030755,NaMg6BO8,-2.537542531354166
mp-775279,Li4Mn3Cu3(SbO8)2,-1.7943674801028575
mp-764788,LiMn2OF3,-2.6914199723914285
mvc-10329,HoCr2O6,-2.3520073158333332
mp-863690,Ti2MnCo,-0.3802057783333339
mp-764777,CoOF,-1.6507763735911116
mp-862340,Sc2GaCu,-0.4626000100000001
mp-645555,KUVO6,-3.0018475083333342
mp-690551,Li4Mo3O8,-2.1424700766666667
mp-720402,B10H13CSN,-0.1867694785641993
mp-12384,NaEr(PS3)2,-1.3071823480565483
mp-570799,EuI2,-1.6062341562500002
mp-542565,Nd3Sb5Pd6,-0.8897969301785723
mp-1097084,Fe2IrRh,3.2637513249999994
mvc-9212,CaBiMoO5,-2.3059038839062502
mp-21964,TlCu7S4,-0.3856226667708332
mp-20344,Fe3Ge,-0.09104218125000063
mp-772535,LiNb13O33,-3.0237486532180853
mp-635469,CeCuSO,-2.293917780078125
mp-24813,LaFe5H2,-0.07621153590500107
mp-1096399,Ca2PtAu,0.669520415
mp-755542,K2TiPCO7,-2.576670188000992
mp-1094097,Rb2Ce2Fe4O9,-2.383689823308824
mp-1038840,Ca2Mg,0.01354344833333343
mp-850876,VOF3,-2.700950436964001
mp-779872,Li2V2P7HO24,-2.48571955306352
mp-1099332,SrCeMg6,0.13134823125000006
mp-763022,FeOF,-2.217381064980001
mp-1094673,LiMg,-0.06085642999999985
mp-571539,CdI2,-0.5911171908333334
mp-763002,Fe4O3F5,-2.306375155808334
mp-917127,Eu2SO2,-2.9492258813124983
mp-31134,PtCl3,-0.8378478474450001
mp-721564,Na3SiH5O6,-1.9655158645400008
mp-570963,TaCr2,-0.11270427499999867
mp-867869,Sm2AgRu,-0.2583848025000002
mp-554023,Be2BO3F,-3.1935622066580955
mp-1076393,Sm2Cu2O5,-2.4314722340277783
mp-1096938,Cs2ReO4,-2.1511606082142842
mp-504329,Fe3(P2O7)2,-2.38263605856576
mp-770413,LaHoO3,-3.88835898575
mp-763329,Li2Fe3TeO8,-1.8984015557142848
mp-555679,Na2UF6,-3.588232451904444
mp-865443,LuRh2Pb,-0.59402723
mp-18267,La2Cu(SeO3)4,-2.0521078883881576
mp-1068325,Sr(InHg)2,-0.320332112
mp-867713,Eu2SiO5,-3.1972736192187488
mp-908953,Sc3In,-0.2996886887500008
mp-780815,Li2Fe4O3F8,-2.566985516074706
mp-763564,LiV(PO3)3,-2.607884243252552
mp-23330,NaClO3,-1.2145410629020006
mp-695259,Ba3LiTi5(SbO7)3,-2.9915432184722235
mp-644303,UW3O11,-2.509875879916667
mp-764454,LiMnV(P2O7)2,-2.6058887686114742
mp-4368,SbPdSe,-0.4149754328645834
mp-608358,CuAgPO4,-1.6987892382993195
mp-867230,TbB4Ru,-0.6263619450000005
mp-568537,YbInAu2,-0.7001504000000001
mp-771978,Ga2HgO4,-1.6991857942857134
mp-934,LiTl,-0.2309302325
mp-30054,CS2N,-0.042542023563750135
mp-705329,Li3Fe2(PO4)3,-2.5445805672142874
