mpid,formula,gap pbe
mp-12860,Na3Cu2SbO6,0.0
mp-779375,Li32Mn3Cr13O48,0.9789
mp-1636,Mn3Sb,0.050499999999999545
mvc-5956,Mg2FeWO6,2.3713
mp-752437,SmInO3,2.6396999999999995
mp-571352,TmB6,0.0
mp-556853,MnS,0.0
mp-760377,Li2Nb(PO4)2,0.0
mp-977152,NpTiO3,0.0
mp-1016322,SrMg6Cd,0.0
mp-780585,Ti(FeO2)2,1.5819999999999999
mp-754109,PrAsO4,3.7516
mp-27705,Li2Si,0.0
mp-604313,Li,0.0
mp-763466,LiP4WO12,4.1522
mvc-3768,YCrO3,1.1967
mp-780133,Mn6O7F5,0.0
mvc-5731,ZnWO3,0.0
mp-863851,LiFeSiO4,2.2996000000000003
mp-1007974,CrNi3,0.0
mp-977568,ZrSnPd2,0.0
mp-1080257,CeSe2,0.8548
mp-7298,Li(CuP)2,0.0
mp-770406,Sm2WO6,3.7504
mp-774465,LiMn(SO4)2,0.6386000000000001
mp-755255,Cu3OF5,0.0
mp-3615,Nd(BO2)3,5.4208
mp-974658,Rb3Ac,0.0
mp-15408,KGaF4,5.2165
mp-5005,Mg3(BO3)2,5.143
mp-1093773,Sc2BeOs,0.0
mp-4982,SmBRh3,0.0
mp-690548,NaMgFe(SO4)3,1.8197
mp-643002,Mg2H6Os,3.3481
mp-29828,K2Cu2Te5,0.0
mp-580354,CeNi3,0.0
mp-775081,LiNbCrO4,0.0
mp-559184,Zn2Si3Pb4SO15,3.4961000000000007
mp-998421,KCaCl3,5.6173
mp-557231,KTeO2F,3.7203
mp-631531,NbBW,0.0
mp-771449,Mn2PO5,0.2925
mp-1094085,Nd3SnN,0.0
mp-776032,Ba2YI7,2.9006000000000003
mp-28131,C(Se2Br)2,1.4971
mp-631378,Cs7NbIn3As5,1.1113
mvc-6923,Zn(CoO2)2,0.1982999999999997
mp-31046,Ho3CrB7,0.0
mp-763342,FeOF,1.013
mp-777392,Li4V3Ni2Sn3O16,1.5330999999999997
mp-608653,As2Pb2S5,1.6038
mp-18849,Fe2P2O7,3.985
mp-779216,Fe2O3F,0.0
mp-773991,H48PtW6C8(NO)24,2.9777
mp-778627,LiMnP2H5O9,3.812
mp-18609,K2Se5,0.9323
mp-865515,YMgZn2,0.0
mp-1027973,RbMg14Zn,0.0
mp-30282,La2I5,0.2450999999999999
mp-677612,Nd4AlSi5(NO)7,1.3171
mp-1076479,Sr3Ca5FeCo7O20,0.0
mp-560233,Sr5B3BrO9,3.8991
mp-556321,Li2Co(WO4)2,2.6607
mp-754085,Li2BiS2,0.0
mp-642817,KHO,3.6397
mp-510588,Fe(SbO2)2,1.6882
mp-561848,C3O2,3.8777
mp-767959,LiCo2(PO4)2,0.6711999999999999
mvc-6699,Zn3As4W3O16,0.0
mp-25616,VPO4F,1.5469999999999997
mp-6481,Na2ZnSi3O8,3.9452
mp-1039932,NaLaMg30O32,4.436300000000001
mp-555525,Sm3RuO7,0.26980000000000004
mp-1014257,Ti3ZnN,0.0
mp-1038436,Mg30BSbO32,1.5206999999999995
mp-684673,S,0.0
mp-1018822,NdZnIn,0.0
mvc-12547,MgCr2O4,2.6976
mp-10032,Ge2Os,0.009999999999999787
mp-21081,ScNiB4,0.0
mp-30983,CaP4O11,5.3423
mp-29727,Ta4O,0.0
mp-673825,Ag3SI,0.4249000000000001
mp-13900,Sr(CuO)2,1.8083
mp-540996,NdGeBO5,3.9922
mvc-15002,Al4(FeO4)3,0.0
mp-571162,Ca3(GaN2)2,1.9139
mp-514,HfZn2,0.0
mp-1093854,BeCdPt2,0.1200000000000001
mp-30424,Zn3Au,0.0
mp-985280,Co3Bi,0.0
mp-1030450,Te4Mo3W(SeS)2,0.0
mp-1025769,Te4Mo3S2,0.0
mvc-2279,Ba2MgMn2CuF14,1.0008
mp-770718,Mg(IO3)2,3.1063
mp-863917,LiNi(PO3)4,0.002600000000000005
mp-1096007,HfMgPt2,0.6623999999999999
mp-981103,Sr3CdO4,1.1647
mp-10423,KAuC2,2.0269000000000004
mp-975386,RbDyO3,0.0
mp-995214,H6PbCI3N,1.7627
mp-1022611,Mg6ZnSn,0.0
mp-766749,LiNi2OF3,2.7368
mp-30028,YSi2Rh3,0.0
mp-559786,NaAs4BrO6,3.0497
mp-6124,NaAl(SiO3)2,5.2254000000000005
mp-776278,Ti2N2O,0.9256000000000002
mp-581294,BaP2(XeF5)4,2.6848
mp-1074738,Mg2Si,0.0
mp-4106,YbSnPd,0.0
mp-1096631,HgPd2Pb,0.6656999999999997
mp-1017544,ZrRu3,0.0
mp-1030617,TeMoWSe3,0.0
mp-569529,Ba2Bi3,0.0
mp-769384,Li3NbOF6,4.9368
mp-981247,Zn7Sb8Ru9,0.0
mp-765966,LiVF6,3.0771
mp-1095170,Sr2FeOsO6,0.0
mp-765829,HfCoO3,2.4865
mp-765383,LiV3O5F3,0.7426000000000001
mp-12287,La3NbO7,2.7212999999999994
mp-778637,Fe6O5F7,1.4277
mp-1018630,Ca(BeAs)2,0.6618999999999993
mp-351,SiNi,0.0
mvc-3414,ZnAgF5,0.0
mp-976931,LuAlAg2,0.0
mp-1514,UB2,0.0
mp-25027,NaLaMnWO6,2.6484000000000005
mp-979989,Yb2AgPd,0.0
mp-8194,Ba2GeP2,0.6755
mp-777552,Fe6O5F7,1.1215000000000002
mp-1095952,ScTiZn2,0.0
mp-23043,RbPb2Br5,3.0418000000000003
mp-19744,InSb,0.0
mp-853219,Li2Cr2NiO6,0.0
mp-1036732,Mg30VBiO32,0.05230000000000068
mp-10629,TbS2,0.0
mp-1019547,BaLi2Mg(PO4)2,5.638199999999999
mp-638270,Mn3O4,0.0
mp-1022451,SrMg6Co,0.0
mp-861916,La2IrPd,0.0
mp-558718,MnVAgO4,1.8677
mp-568247,TmAu3,0.0
mp-7570,RuF3,0.0
mp-771588,Li6Nb3Fe3O16,0.013499999999999844
mp-769940,MnV2O4,0.8494000000000002
mp-863076,NbBiO4,2.3185
mp-771815,Eu2Al4O9,0.0
mp-669523,USb2F15,0.1004
mp-769564,NaVPCO7,1.5078
mp-764653,Li3Fe4(BO3)4,1.3159999999999998
mp-999258,Sc2MnGe,0.0
mp-752793,Li2AgF3,1.9648
mp-20447,U3Co2Ge7,0.0002999999999993008
mp-27727,CCl2O,4.5857
mp-985277,Ce2USe5,0.0
mp-1095604,ErTc2,0.0
mp-865897,Li2AcIn,0.0
mp-1094120,Nb,0.0
mp-1018243,Ti2InCo,0.0
mp-780930,LiMnP3H8O13,4.3195
mp-772408,Ba4Tm6O13,2.529
mp-974463,LaAg2Sn,0.0
mp-743577,FeH12C2S2(O2F)6,4.0772
mvc-4152,Mg2TaAgO6,0.5513999999999997
mp-567330,TiCl3,0.0
mp-1017552,Bi2O3,1.1772
mp-570414,Tm2Fe14C,0.0
mp-776526,Cr2O3,2.3438
mp-555444,CeZr6(PO4)9,0.24250000000000016
mp-754621,Sm2Ge2O7,3.8174
mp-782637,Na4Cr2P(CO4)4,0.004400000000000071
mp-780811,NbVO4,0.0
mp-510268,Cs2Pd3S4,1.3521
mp-761351,Li2Fe(Si2O5)3,0.1887
mp-561496,NaMg3Al(MoO4)5,3.551
mp-27175,InOF,1.7761000000000005
mvc-9087,LaTaZnFeO6,2.6454000000000004
mp-27527,Te2AuI,0.0
mp-774217,Na13Ti24O54,0.0
mp-20269,MnGaPt,0.0
mp-1096431,CeSe2,0.9434
mp-22977,CsVCl3,0.5181999999999998
mp-603326,Gd2CdPd2,0.0
mp-571135,La3BCCl3,0.0
mp-29080,Na3YBr6,4.2541
mp-1078538,FeSe,0.0
mp-585297,Li2NiP2O7,3.1132
mp-7651,ThSiO4,4.662000000000001
mp-978554,SmRe3,0.0
mp-13634,Cs2LiAl3F12,7.0872
mp-555015,SiAg6SO8,0.006299999999999972
mp-24646,NaAlBP2H3O10,5.7883
mp-554740,CdGe(BiO3)2,1.9183
mp-1094564,Mg5Sb,0.0
mp-673679,Li3MnP2,0.0
mp-1080463,HfPOs,0.0
mp-2039,ScMn2,0.0
mp-583593,Yb(PO3)3,0.0
mp-865365,Tm2NiIr,0.0
mvc-16073,Ca3BiN,0.3687000000000005
mp-24438,K2MgH12(SO7)2,5.1960000000000015
mp-865350,Lu2Mn12P7,0.0
mvc-7964,CrAs2O7,0.8348
mp-16376,HoSbPt,0.4584000000000002
mp-19089,UCoO4,1.4831000000000003
mp-989543,Cs2BrCl6F,0.9489
mp-763478,LiP2WO7,3.5039999999999996
mp-752959,Sc5Cu5O13,0.0
mp-861624,LiLaHg2,0.0
mp-568937,Cs3Y2Br9,4.0444
mp-975373,RbNiO3,0.0
mp-867422,AcPbAu2,0.0
mp-568968,K2SnHgSe4,1.4738
mp-850177,LiFeP2O7,1.5473
mp-1032377,RbMg6CoO8,0.0
mp-570472,CdI2,2.3483
mp-1096589,HfTiFe2,0.08259999999999977
mp-695196,AsS2N2OF9,0.7202
mp-674531,Li5GeP3,0.5204000000000002
mp-31180,DyAl4Ni,0.0
mp-1093952,Ti2NiOs,0.0
mp-755413,Na2O,1.0915
mp-744711,ZnCrH28C6N12Cl5O8,3.4335
mp-643561,VH6(OF)3,1.6463
mp-1026634,CsMg14Mo,0.0
mp-1037782,CaMg30BiO32,0.0
mp-1035434,LiMg14CrO16,1.6420999999999992
mp-683966,GaP3(NCl3)3,3.9061
mp-566013,K2Mn2P2O7F2,3.3580000000000005
mp-778217,Fe2Co3O10,0.0
mp-721255,Li10Si(PO6)2,5.1063
mvc-8521,CaSi4SnO10,3.2742
mp-1079559,CdPSe3,1.2072
mp-579315,K3V(PO4)2,1.9769
mp-999178,SmFeC2,0.0
mp-1032574,RbYMg6O8,0.8606999999999996
mp-690542,Li4WO5,3.0471
mp-864771,LiYb2Pd,0.0
mp-1077814,Cs2S,2.0647
mp-1100319,Ni15O16,0.0
mp-540,ScFe2,0.0
mp-1096623,BaCaIn2,0.0
mp-1017343,BaNaMg6,0.0
mp-27195,In4Bi2S9,1.6307999999999998
mp-24104,LiAlSi2H2O7,4.8580000000000005
mp-999267,RbSnS2,0.0
mp-645130,Pr4MgCo,0.0
mp-13032,MgS,3.5792
mp-24156,CuP2(HO)4,0.8793
mp-1032999,Mg6AlCO8,0.2187000000000001
mp-559291,Sn2PCO6,2.3096
mp-1087241,CeSe2,0.2385999999999999
mp-709068,H21OsC9NO7,2.2033
mp-761609,Li2MnV(PO4)2,2.5021
mp-22761,CeCuSn,0.0008999999999996787
mp-975322,RbFeO3,0.0
mp-1098358,Mg30TiCrO32,0.0
mp-775998,Li4CrBi(TeO6)2,0.4877000000000002
mp-680539,K11(In2Bi3)3,0.031300000000000334
mp-1064703,Sr2UNi,0.0
mp-763979,Li4Ti3Mn2Nb3O16,0.0
mvc-9883,Ba2YCr2F11,3.1167
mp-571575,Pr5(CBr4)2,0.6061000000000001
mp-631229,Rb2NaMnF6,1.5367
mvc-14726,AlNiF5,4.7787000000000015
mp-557691,La2O3,3.4110000000000005
mp-764174,Na2V2(PO4)3,0.9549
mp-865610,LuH3,0.03500000000000013
mp-560438,Na2Be(SiO3)2,4.0017000000000005
mp-1022609,Mg6VZn,0.0
mp-1019592,Ce2B8O15,0.15829999999999966
mp-1019569,Ca10Ge16(B2O17)3,2.8867000000000003
mp-9676,K2NaGaAs2,0.8053999999999999
mp-19652,Ba3V2S4O3,0.3895
mp-7372,ZnAs,0.30589999999999984
mp-28941,HfAg2S3,1.1128000000000005
mp-697785,LiV2P3O11,1.8202
mp-605172,Cu3As2H16C16Br3(NO)2,1.6932
mp-776934,Li5Fe3Cu2(PO4)6,0.13579999999999992
mp-773200,LiVB2O5,2.5525
mp-28201,Sr4(PPd)5,0.0
mp-1039992,CsLaMg30O32,3.1214000000000004
mp-998417,CsSrI3,3.8504
mp-755465,Hg2Pt2O7,0.0
mp-20855,Eu(Sb3Ru)4,0.009899999999999132
mp-21565,Tb(FeGe)6,0.007499999999999395
mp-769438,ZrFe(PO4)3,0.0
mp-984722,BeGaO3,0.0
mp-690547,SrLaTiMnO6,0.08319999999999972
mp-769973,Li3CrBO5,1.9829
mp-775095,Li2Fe3CoO8,0.0
mp-560535,K4Sr(SiO3)3,4.1609
mp-973342,SbRh3,0.0
mp-6960,Rb2SiAs2,1.102
mp-559767,LiAsO3,2.9408
mp-27717,As2S2F3,2.4624
mp-761713,LiFeSiO4,3.005
mp-4653,Y(SiIr)2,0.0
mp-1037255,Mg30CoSnO32,0.5192999999999994
mp-764176,Mn12O7F17,0.2964
mp-1025271,AlPPt5,0.0
mp-765503,Li5V3P8O29,0.5847999999999999
mp-20599,PdPb2,0.0
mp-15108,RbSnAsO5,2.0723000000000003
mp-775471,Li3V4FeO12,0.0
mp-5036,ErPS4,2.1434
mp-569282,LiCa10MgSb9,0.9226
mp-555583,ZnS,2.032
mp-2332,Ho2C3,0.0
mp-770474,La4Ti3O12,1.8730000000000002
mp-11008,BaPSe3,2.1557000000000004
mp-1098950,SrMg30VO32,1.8865
mp-27761,Li3ThF7,5.6858
mp-1031024,CsLiMg6O7,1.8730000000000002
mp-568516,K3Bi,0.13129999999999994
mp-554513,Tl(CoS)2,0.0
mp-5634,NdOF,4.5028
mvc-423,Nb2VZn2O8,0.9223
mp-972395,TmBeO3,0.0
mp-690572,Li5(NiO2)6,0.20279999999999987
mp-1078429,EuGa3Pd,0.0
mp-1019734,EuBN2,0.0
mp-22191,HfFeGe,0.0
mp-556679,Na2Ca3Si3O10,4.3798
mp-966,NbS2,0.15169999999999995
mp-16721,TmAl,0.0
mp-1070222,La3AlC,0.0
mp-554382,K2CdP2O7,3.7754
mp-781967,Co3(OF2)2,0.0
mvc-10215,HoMn2ZnO6,0.0
mp-767751,Li7Mn(O2F)2,1.6063
mp-1072082,YbFeSi,0.0
mp-5127,LiCuO,1.4376000000000002
mp-743697,MgZr3Tl10(MoO4)12,2.9435
mp-1023306,Mg6AlCd,0.0
mp-30699,SmCu6,0.04329999999999945
mp-510729,CaCuAsHO5,0.008999999999999897
mp-861129,Li2Si5Ni2O13,3.6076
mp-601344,LiZr3H18N4F19,6.0167
mp-13025,YbZnPd,0.0
mp-1097382,Zr2MoPd,0.0
mp-675618,Sr2RuO6,0.419
mp-560766,Ba4Nd2Cu2O9,0.0
mp-1094802,MgSn3,0.0
mp-771274,Li24Ti5Cr7O36,1.166
mp-653429,Mn7FeCl3O10,0.9382
mp-30534,UCuP2,0.0
mp-8065,K2Ti6O13,2.7535
mp-1093980,Sc2GaHg,0.0766
mp-973592,Ho2Ge2O5,0.0
mp-556505,Al2(WO4)3,4.7523
mp-1026823,CsLiMg14,0.0
mp-978960,Sm3Tm,0.0
mp-762915,Li2(NiO2)3,0.5394999999999999
mp-768967,Li5BO4,5.3947
mp-557803,MgSiO3,4.6751000000000005
mp-7203,Ce3Sn13Rh4,0.0
mp-1017322,Mg6SiBi,0.0
mp-764240,Na2V6O13,0.0
mp-677054,AgSbO3,0.0
mvc-16347,ZnCr2O4,2.0688000000000004
mp-675683,Yb3(Sb7Te12)2,0.5365000000000002
mp-696288,LiH3(SeO3)2,4.256399999999998
mp-764395,Li4Mn3Cr2Sb3O16,0.07420000000000028
mp-753371,LiCuS,1.8048
mp-1095761,LiMgZn2,0.0
mp-5440,AlPO4,5.612
mp-928,HoIr2,0.030499999999999968
mp-1091398,YSiAg,0.0
mp-777626,Li2Fe2OF6,2.3334
mp-557673,RbBe2P3O10,5.6227
mvc-12796,AlFe3(SiO4)3,2.0445
mp-556988,Li2RuO3,0.0
mp-19323,SmVO4,3.0043
mp-972069,Ti3Ga,0.0
mp-1033014,Mg6AlCdO8,0.0
mp-31964,Li2Mn(PO3)4,4.3723
mp-1003767,NaMn2O4,0.5752999999999999
mvc-10011,CaCr2O4,2.2576
mp-674343,Ti10Cu7S20,0.0
mp-570469,Pr5Tl3,0.0
mp-1095887,Al2CoRh,0.17029999999999967
mp-9749,Sr(BO2)2,4.9456
mp-862369,Sc2IrRu,0.0
mp-771809,CrSbO4,1.7929
mp-600057,SiO2,5.8304
mp-7784,SbAsO4,3.0829
mp-1025102,CeAl3Pt2,0.0
mp-631754,ReSnGe,0.0
mp-510551,Fe3BO5,1.1341
mp-865533,Ti2ReOs,0.0
mp-540570,MgVO3,2.7374
mp-11123,CsYHgSe3,1.3946
mp-1099078,BaMg14Ni,0.0
mp-13960,Sr3Er2(BO3)4,4.476699999999999
mp-769811,Li3Mn4FeO8,0.0
mp-12376,KYbSiS4,0.0
mp-867276,DyCdPd2,0.0
mp-1018825,NdPbAu,0.0
mp-18531,K2Cd3Te4,1.4380000000000002
mp-1426,Sm2Fe17,0.009299999999999642
mp-698276,CuH11C4(NO5)2,0.0
mp-865726,CsBa2Cr2F11,3.4923
mp-614750,Cs3CrF7,0.7466
mp-643022,Rb3H5Pd,2.7285
mp-762930,Li3(NiO2)5,0.22529999999999986
mp-19504,BaV2(CoO4)2,1.9389
mp-1021348,KRbMg6,0.0
mp-766805,Li2MnOF3,1.5105
mp-17461,NaTiP2O7,0.09269999999999977
mp-696156,Ca3Si2(H3O5)2,4.7619
mp-777258,Ba3YF9,6.2277999999999984
mp-1025143,DyB2Rh3,0.0
mvc-2975,Ta2WO8,1.7106
mvc-4650,MgTi2O4,0.0
mp-775432,Li2V3TeO8,1.1921
mp-1073083,Mg2Si3,0.0
mp-540356,LiFe(PO3)4,2.5841000000000003
mvc-5128,MnZn(SiO3)2,2.8819
mp-1026474,Mg14BMo,0.0
mp-765863,LiV6O7F5,1.5356999999999998
mp-554273,AlPO4,5.4822
mp-585404,LiCoPO4,2.9248000000000003
mp-683773,NaCoPO4,3.0682
mp-772327,Mn5Cr(PO4)6,0.0
mp-770018,Li2Ti3FeO8,0.0
mp-644028,Fe2CuAs2(HO5)2,0.7587000000000002
mvc-6636,CaTiP2O7,0.19280000000000008
mp-1034018,KCeMg14O16,0.0
mp-1018849,OsN,0.0
mp-541761,Zn3As2(HO)16,2.4565
mp-769285,Ho3ReO8,1.7169
mp-1028331,Mg14CdNi,0.0
mp-556741,KNaThF6,6.588800000000001
mp-677244,Tb5(RuO6)2,0.0
mp-1093899,ZrCdPt2,0.0
mp-568923,Ba2BN2Cl,2.7508
mp-1076761,Sr3Ca(Fe2O5)2,0.7536
mp-755829,BSbO3,3.654900000000002
mvc-4357,Ca2TaVO6,0.3210999999999995
mp-541595,Co3W3N,0.0
mp-555237,PrSClO4,4.7016
mp-567614,Tb2Co2I,0.0
mp-2317,LaNi5,0.0389999999999997
mp-1040252,CsRbMg30O31,1.9886
mp-781507,Fe4O5F3,0.0
mp-11012,Sr(BS2)2,2.9754
mp-4873,Ce2TeO2,0.0
mp-1020646,NaLi2B(PO4)2,5.8333
mp-696384,K2CuH4(Cl2O)2,0.5887
mp-1028054,Mg14MnNb,0.0
mp-1098441,RbCeMg30O32,0.0
mp-1096159,NbSnRu2,0.16349999999999998
mp-754696,PrTiO3,0.0
mp-1095372,MnBi4S7,0.8815999999999997
mp-1031096,CeMg6BO8,0.0
mp-978272,Mg3Br,0.0
mp-37920,AgAuS2,0.21299999999999966
mp-14304,Lu2MgS4,1.9819
mp-643708,LiH2IO,3.6278000000000006
mp-20723,Ca2PbAu2,0.0
mp-766374,LiSiBiO4,3.3375000000000004
mp-1071720,ScZnPd,0.0
mp-635469,CeCuSO,0.0
mp-861744,Pu2HgBi,0.0
mp-8607,Na(Cu2Sb)2,0.0
mp-1037343,Mg30ZnSiO32,1.9480999999999995
mp-1099122,SrMg14MnO16,1.996
mp-753131,Li3Ti4O8,0.0
mp-706489,NaB2HO4,5.126
mp-1094143,LiNi3P3O13,0.0
mp-13096,Y3AlNi8,0.0376000000000003
mp-1094125,NaNi2P2O9,0.0
mp-560169,C(SN)2,0.5421
mp-565320,V8O15,0.5345
mp-1080186,CaAl2Si3O10,3.6287
mp-764667,Co3(OF2)2,0.08219999999999983
mp-861618,BaBiBS4,1.9279
mp-2033,Ni3N,0.0
mp-14503,Er3CrB7,0.0
mp-715356,NiO2,0.0618
mp-18794,Sm2TiMnO6,2.0146999999999995
mp-13841,IrF4,0.0
mp-1022637,RbYMg6,0.0
mp-775051,Cr3Sb(PO4)4,1.0055000000000005
mp-866519,CaSnS3,0.3979999999999997
mp-677385,Sr6La4Mg2Ru3O20,0.0
mp-849229,H5NO5,3.6226
mp-2814,Yb2O3,0.0
mp-1020123,MgSiO3,4.411099999999999
mp-531132,Ca3(PO4)2,4.9795
mp-1077383,CsAuS,2.0156
mp-1096917,CrN2,0.0
mp-765954,LiP2WO8,2.3080000000000003
mp-558843,KIO3,0.0
mp-1078589,EuAu,0.0
mvc-14026,Zn2Cr3O8,0.0
mp-9370,RbLuS2,2.4006
mp-764365,W(OF)2,1.7757
mp-696500,Nb6HI11,0.1419999999999999
mp-616481,NbFeTe2,0.0
mp-1027718,LiMg14Co,0.0
mp-768490,Bi2(SO4)3,4.1958
mp-769290,LiCuPO4,0.20250000000000007
mp-777443,Li2FeF6,0.0
mp-12802,AlCu3,0.0
mp-24030,ZrP2(HO3)2,4.1126
mp-867840,BeFeRh2,0.0
mp-17546,Cs2RuO4,0.6679999999999999
mp-764763,Li7Mn4O12,0.0
mp-864898,Na2TlBi,0.0
mp-1096693,LiSbAu2,0.8727000000000005
mp-25180,Nd2WO6,3.7285
mp-685108,Cu9S5,0.0
mp-19835,Nb2InC,0.06010000000000025
mp-23850,NaH2N,1.9459
mp-1549,TbPt3,0.0
mp-756633,Li3BiO3,2.7094000000000005
mp-1058623,O2,0.0
mp-1075102,Mg3Si4,0.0
mp-557911,Al3Pb5F19,4.815
mp-1023313,CaMg6Fe,0.0
mp-773629,Li4Ni2(PO4)3,0.0
mp-29993,TaAgF6,3.555
mp-601286,TbCuPbSe3,1.2379000000000009
mp-1080203,CuN,0.0
mp-762586,LiFeSiO4,2.5312
mp-1099308,BaLiMg6,0.0
mp-753378,TaGaO4,3.2764999999999995
mvc-12550,Zn(CoO2)2,0.3713000000000002
mp-631339,Na2LiTa,0.0
mvc-3905,Zn3Cr2(SiO4)3,3.2794
mp-28433,RbClO4,5.4759
mp-5161,Sm(GeRh)2,0.0
mp-865283,Tm2AlOs,0.0
mp-3686,YbBRh3,0.0895999999999999
mp-697575,Rb2ZnH4,4.0139
mp-861981,HoMgZn2,0.0
mp-1026751,LaMg14Mo,0.0
mp-767005,LiMn2O2F3,1.2784
mp-33615,Ba(LaS2)2,2.0684
mp-18889,VAg3O4,0.9581
mp-788,CoTe,0.0
mp-541550,Mg16Si8HO32,0.0
mp-999076,Ti2InNi,0.0
mp-18132,K4SnSe4,1.7396
mp-642228,MgSiO3,3.7381
mp-647220,Cd85Pd27,0.0
mp-505510,NiAs2,0.0
mp-1095941,Zr2TcRu,0.0
mp-1111,Mn5Si3,0.0
mp-1097220,Sc2ZnHg,0.0
mp-20010,DyCuGe,0.0
mp-1067092,Dy3In,0.0
mp-1028413,Mg14GaCo,0.0
mp-973292,MnBe3,0.0
mp-705406,LiNi6P7O24,3.7813
mp-995203,H6PbCI3N,1.7574999999999998
mp-1039073,Mg3Bi,0.0
mp-3795,NaZnF3,3.7676
mp-867331,K3InAu5,0.0
mp-21882,Ce(FeGe)2,0.0
mp-865735,Li2YbGe,0.0
mp-1094243,MgSn2,0.0
mp-765521,LiVOF3,2.1107
mp-773298,LuCrO3,2.5313000000000003
mp-691116,Co2SnO4,1.3178999999999998
mvc-646,TiAl(WO4)2,1.3868000000000005
mp-1028772,WSeS,0.8118000000000003
mp-624620,CsMnF3,3.4542
mp-603643,Li2Fe3(P2O7)2,3.841
mp-2836,Dy5Si3,0.0
mp-779885,Li2MnV(P2O7)2,0.28559999999999985
mvc-15779,TaF5,5.0207
mp-862835,PaZnPt2,0.0
mp-1028487,W2SeS3,0.6294
mp-862536,La2CuIr,0.0
mp-603930,MgSiO3,4.7095
mp-1023304,RbMg6Al,0.0
mp-774146,W(BrO)2,0.8926999999999999
mp-996959,LiAuO2,1.5375
mp-975522,NdLuTl2,0.0
mp-1080297,CeSe2,0.41800000000000015
mp-762530,LiFePO4,3.4999
mp-6270,Ba2LiReO6,1.8198000000000003
mp-774074,Na2Sb4O11,1.8422
mp-1096416,Li2MgAu,0.569
mp-740719,Ba3In2(HO)12,3.2603
mp-1094360,Sr5Mg,0.0
mp-605006,LiH8C2S2NO5,5.7273
mp-32597,Bi13O20,0.4587000000000003
mp-764755,NaV4O10,0.0
mp-542130,RbAlBP2HO9,5.2635
mp-16366,Cu2Se,0.08890000000000065
mp-1075016,Mg3Si4,0.0
mp-540879,Eu(BO2)2,0.4830999999999994
mp-569722,CdI2,2.3911999999999995
mp-1079303,GdNiGe3,0.0
mp-865003,Be2IrPd,0.0
mp-30930,AlI3,3.2581
mp-706872,Na2TbO3,0.0
mp-1099218,CsMg14BO16,0.0
mp-766772,LiFePO4,3.4327
mp-757916,Bi12AsO20,0.0
mvc-12055,Mn2ZnO4,0.5568
mp-780041,Fe3(O2F)2,0.0
mp-600109,SiO2,5.566
mp-579616,La2Si4CN6,0.0
mp-22898,KI,3.8513
mp-775703,Li4Cr3Cu3(WO8)2,0.0
mvc-14163,CaMoF5,3.7402
mp-865378,LuSnRh2,0.0
mp-1098354,SrMg30TiO32,0.0
mp-760417,Rb4I2O,0.8507
mp-13483,PrBPt4,0.0
mp-764920,LiVF5,1.9047
mp-16751,ErCuPb,0.0
mp-7827,K2Ni(CN)4,3.0257
mp-770596,TaCrO4,0.9754
mp-699501,Ba(HO)2,3.745
mp-540607,NaZnMoHO5,3.4869
mp-778392,Li2MnF6,2.3745000000000003
mp-11482,MoIr3,0.0448000000000004
mp-560168,VXe2F17,2.4287
mp-1037604,KMg30FeO32,2.5838
mp-21207,LaInNi2,0.0067000000000003715
mp-21143,CeP,0.012499999999999293
mp-764931,Li3MnFeCo(PO4)3,2.4801
mp-989621,LaOsN3,0.0
mp-1074588,Mg4Si3,0.0
mvc-3743,ZnFeF5,3.2673
mp-680466,InBi37Br48,1.3903
mp-571310,ZrInPt2,0.0
mvc-15605,AlWO3,0.0
mp-771898,Cs2SO4,4.5791
mp-1030508,Te2MoWSe2,1.7938
mvc-4692,Ca(AgO2)2,0.0
mp-743603,Li3Ti3Fe(PO4)6,2.4315
mp-605684,Mg3H13C9NO13,4.0947
mp-1096715,Mg2HgRh,0.2178
mp-1824,NdNi5,0.018799999999999702
mp-1017631,ScBPd3,0.0
mp-771424,NaLi2FePCO7,3.835
mp-27496,YUO4,0.03969999999999985
mp-643432,H3N,4.439
mp-1080144,Sm(NiSn)2,0.0
mp-8796,Sr2LiSc(B2O5)2,4.626
mp-1096336,CaYAg2,0.06800000000000006
mp-2517,Ca2Si,0.2911999999999999
mp-683668,Mn2InC10BrO10,2.5023
mp-442,RhPb,0.0
mp-562121,Mn2Sb2O7,0.30130000000000035
mp-680113,CdI2,2.3441
mp-30782,Sr6Mg23,0.0
mp-571495,LuB4,0.0
mp-771361,LiMn3(PO4)3,0.31979999999999986
mp-862678,Sb2H8Pt(OF3)4,1.9862
mp-762454,LiCrO2,1.7688999999999997
mp-1099619,EuMnO3,0.0
mp-1031978,Mg6CdCoO8,1.3152999999999997
mp-1030699,NaMg6BO7,2.628
mp-17367,Mn2SiSe4,0.21819999999999995
mp-1019086,CN2,4.6339999999999995
mp-1027974,LaMg14Fe,0.0
mp-14513,Ni8P3,0.0
mp-579125,Gd(PO3)3,3.4526
mp-6947,SiO2,5.0026
mp-1096580,Be2OsAu,0.0
mp-899,InRh,0.0
mp-1067974,ZrCl,0.0
mp-570192,CsZr6MnI14,0.8649
mp-1096521,Al2FeCu,0.0
mp-773535,LiVFeO4,1.9967
mp-29400,CsFeCl3,0.0
mp-1022652,BaMg6Zn,0.0
mp-608080,Al3(PO4)4,0.02079999999999949
