Unnamed: 0,Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom)
949,La8Mn7Cr1O24,La,,,Mn,Cr,,O,4,43.12521542,-2.215984906
950,La8Mn7Fe1O24,La,,,Mn,Fe,,O,4,40.26469461,-2.1871868080000003
952,La8Mn8O24,La,,,Mn,,,O,3,39.22644569,-2.198825283
953,La8Ni8O24,La,,,Ni,,,O,3,128.9359517,-1.536261825
954,La8Sc4Co4O24,La,,,Sc,Co,,O,4,0.0,-2.525178553
955,La8Sc4Cr4O24,La,,,Sc,Cr,,O,4,0.0,-2.822542583
956,La8Sc4Fe4O24,La,,,Sc,Fe,,O,4,0.0,-2.699060194
957,La8Sc4Mn4O24,La,,,Sc,Mn,,O,4,0.0,-2.718608344
958,La8Sc4Ni4O24,La,,,Sc,Ni,,O,4,44.41847336,-2.38008399
959,La8Sc6Co2O24,La,,,Sc,Co,,O,4,0.0,-2.863780729
960,La8Sc6Cr2O24,La,,,Sc,Cr,,O,4,0.0,-3.012704494
961,La8Sc6Fe2O24,La,,,Sc,Fe,,O,4,0.0,-2.9525163
962,La8Sc6Mn2O24,La,,,Sc,Mn,,O,4,0.0,-2.958589
963,La8Sc6Ni2O24,La,,,Sc,Ni,,O,4,16.20435918,-2.787950448
964,La8Sc7Co1O24,La,,,Sc,Co,,O,4,0.0,-3.035703692
965,La8Sc7Cr1O24,La,,,Sc,Cr,,O,4,0.0,-3.109946075
966,La8Sc7Fe1O24,La,,,Sc,Fe,,O,4,0.0,-3.080372977
967,La8Sc7Mn1O24,La,,,Sc,Mn,,O,4,9.523520087,-3.056064202
969,La8Sc8O24,La,,,Sc,,,O,3,0.0,-3.208486405
970,La8Ti4Co4O24,La,,,Ti,Co,,O,4,23.94141725,-2.553876156
971,La8Ti4Cr4O24,La,,,Ti,Cr,,O,4,62.94422008,-2.641767437
972,La8Ti4Fe4O24,La,,,Ti,Fe,,O,4,28.81237225,-2.6167545480000003
973,La8Ti4Mn4O24,La,,,Ti,Mn,,O,4,37.34883385,-2.674541698
974,La8Ti4Ni4O24,La,,,Ti,Ni,,O,4,39.83120675,-2.458826844
975,La8Ti6Co2O24,La,,,Ti,Co,,O,4,141.47054359999996,-2.712337509
976,La8Ti6Cr2O24,La,,,Ti,Cr,,O,4,117.1257784,-2.736682275
977,La8Ti6Fe2O24,La,,,Ti,Fe,,O,4,118.5429729,-2.73526508
979,La8Ti6Ni2O24,La,,,Ti,Ni,,O,4,208.9890749,-2.644818978
981,La8Ti7Cr1O24,La,,,Ti,Cr,,O,4,74.7468692,-2.796753194
982,La8Ti7Fe1O24,La,,,Ti,Fe,,O,4,79.23257647,-2.7964158460000004
983,La8Ti7Mn1O24,La,,,Ti,Mn,,O,4,65.35570687,-2.8084605710000003
985,La8Ti8O24,La,,,Ti,,,O,3,30.17024475,-2.8570368630000003
986,La8V4Co4O24,La,,,V,Co,,O,4,31.378064,-2.233302843
987,La8V4Cr4O24,La,,,V,Cr,,O,4,49.15732575,-2.403775123
988,La8V4Fe4O24,La,,,V,Fe,,O,4,28.2257425,-2.298072234
989,La8V4Ni4O24,La,,,V,Ni,,O,4,104.542615,-2.12055853
990,La8V6Co2O24,La,,,V,Co,,O,4,61.21370263,-2.329756289
991,La8V6Cr2O24,La,,,V,Cr,,O,4,48.57118688,-2.427568054
992,La8V6Fe2O24,La,,,V,Fe,,O,4,35.15839525,-2.37766361
993,La8V6Ni2O24,La,,,V,Ni,,O,4,117.71448390000002,-2.273255508
994,La8V7Co1O24,La,,,V,Co,,O,4,57.49950031,-2.387658512
996,La8V7Fe1O24,La,,,V,Fe,,O,4,35.12322163,-2.420960797
997,La8V7Ni1O24,La,,,V,Ni,,O,4,73.00164094,-2.372156371
998,La8V8O24,La,,,V,,,O,3,36.257048,-2.463088985
999,Mg8Fe8O24,Mg,,,Fe,,,O,3,636.3393247,-0.8987991790000001
1000,Nd2Y6Co8O24,Nd,Y,,Co,,,O,4,54.15149222,-1.833547606
1002,Nd2Y6Fe8O24,Nd,Y,,Fe,,,O,4,31.76337063,-2.108750139
1004,Nd2Y6Mn8O24,Nd,Y,,Mn,,,O,4,43.82195669,-2.201371689
1005,Nd2Y6Ni8O24,Nd,Y,,Ni,,,O,4,82.62024503,-1.604858481
1006,Nd2Y6Sc8O24,Nd,Y,,Sc,,,O,4,31.50426003,-3.149843311
1007,Nd2Y6Ti8O24,Nd,Y,,Ti,,,O,4,45.06238163,-2.829013518
1008,Nd2Y6V8O24,Nd,Y,,V,,,O,4,0.0,-2.503506641
1009,Nd4Y4Co8O24,Nd,Y,,Co,,,O,4,45.40436553,-1.818874813
1010,Nd4Y4Cr8O24,Nd,Y,,Cr,,,O,4,33.885364,-2.350932624
1012,Nd4Y4Ga8O24,Nd,Y,,Ga,,,O,4,79.07980342,-2.274774531
1013,Nd4Y4Mn8O24,Nd,Y,,Mn,,,O,4,45.03777853,-2.182271646
1014,Nd4Y4Ni8O24,Nd,Y,,Ni,,,O,4,73.30236834,-1.590756438
1015,Nd4Y4Sc8O24,Nd,Y,,Sc,,,O,4,30.74580969,-3.132932518
1016,Nd4Y4Ti8O24,Nd,Y,,Ti,,,O,4,46.69821725,-2.8124417260000003
1017,Nd4Y4V8O24,Nd,Y,,V,,,O,4,0.0,-2.489659098
1018,Nd8Fe8O24,Nd,,,Fe,,,O,3,209.8692985,-1.892934511
1019,Pr4Ba4Co4Ni4O24,Pr,Ba,,Co,Ni,,O,5,169.625113,-1.275689108
1020,Pr4Ba4Co6Ni2O24,Pr,Ba,,Co,Ni,,O,5,163.7991748,-1.331570139
1021,Pr4Ba4Co7Ni1O24,Pr,Ba,,Co,Ni,,O,5,139.01358069999998,-1.38138328
1022,Pr4Ba4Fe1Co7O24,Pr,Ba,,Fe,Co,,O,5,131.7614622,-1.450185206
1023,Pr4Ba4Fe1Ni7O24,Pr,Ba,,Fe,Ni,,O,5,221.0559036,-1.140567972
1024,Pr4Ba4Fe2Co6O24,Pr,Ba,,Fe,Co,,O,5,130.3471878,-1.4881217409999998
1025,Pr4Ba4Fe2Ni6O24,Pr,Ba,,Fe,Ni,,O,5,204.0465713,-1.223801398
1026,Pr4Ba4Mn1Co7O24,Pr,Ba,,Mn,Co,,O,5,124.477908,-1.470896931
1027,Pr4Ba4Mn1Ni7O24,Pr,Ba,,Mn,Ni,,O,5,227.8786717,-1.157153447
1030,Pr4Ba4Mn2Ni6O24,Pr,Ba,,Mn,Ni,,O,5,232.6998188,-1.244319848
1031,Pr4Ba4Mn4Co4O24,Pr,Ba,,Mn,Co,,O,5,100.2079541,-1.643816212
1033,Pr4Ba4Mn6Co2O24,Pr,Ba,,Mn,Co,,O,5,122.6776568,-1.716423983
1034,Pr4Ba4Mn6Fe2O24,Pr,Ba,,Mn,Fe,,O,5,101.768108,-1.810378054
1035,Pr4Ba4Mn6Ni2O24,Pr,Ba,,Mn,Ni,,O,5,135.39084499999998,-1.6536557019999998
1036,Pr4Ba4Mn7Co1O24,Pr,Ba,,Mn,Co,,O,5,100.8648832,-1.785775494
1037,Pr4Ba4Mn7Fe1O24,Pr,Ba,,Mn,Fe,,O,5,106.2203588,-1.816942279
1038,Pr4Ba4Mn7Ni1O24,Pr,Ba,,Mn,Ni,,O,5,121.4289773,-1.7401838530000002
1039,Pr4Ba4Ni4Co4O24,Pr,Ba,,Ni,Co,,O,5,191.512363,-1.253801858
1040,Pr4Ba4Ni6Co2O24,Pr,Ba,,Ni,Co,,O,5,262.8963012,-1.132362827
1041,Pr4Ba4Ni7Co1O24,Pr,Ba,,Ni,Co,,O,5,250.5792685,-1.094750186
1042,Pr4Ca4Co4Ni4O24,Pr,Ca,,Co,Ni,,O,5,184.5165389,-1.301871387
1043,Pr4Ca4Co6Ni2O24,Pr,Ca,,Co,Ni,,O,5,161.2933507,-1.3751496680000002
1044,Pr4Ca4Co7Ni1O24,Pr,Ca,,Co,Ni,,O,5,135.16475659999998,-1.426305809
1045,Pr4Ca4Fe1Co7O24,Pr,Ca,,Fe,Co,,O,5,59.85113809,-1.563169235
1046,Pr4Ca4Fe1Ni7O24,Pr,Ca,,Fe,Ni,,O,5,258.64004680000005,-1.189187501
1047,Pr4Ca4Fe2Co6O24,Pr,Ca,,Fe,Co,,O,5,129.3191137,-1.53022352
1048,Pr4Ca4Fe2Ni6O24,Pr,Ca,,Fe,Ni,,O,5,238.9881783,-1.270389177
1049,Pr4Ca4Mn1Co7O24,Pr,Ca,,Mn,Co,,O,5,70.82208722,-1.56339271
1050,Pr4Ca4Mn1Ni7O24,Pr,Ca,,Mn,Ni,,O,5,252.6114959,-1.2064104759999998
1051,Pr4Ca4Mn2Co6O24,Pr,Ca,,Mn,Co,,O,5,96.99151193,-1.5849399709999998
1052,Pr4Ca4Mn2Ni6O24,Pr,Ca,,Mn,Ni,,O,5,223.3078265,-1.308458377
1053,Pr4Ca4Mn4Co4O24,Pr,Ca,,Mn,Co,,O,5,88.47736135,-1.688887491
1054,Pr4Ca4Mn4Ni4O24,Pr,Ca,,Mn,Ni,,O,5,160.2339878,-1.517020679
1055,Pr4Ca4Mn6Co2O24,Pr,Ca,,Mn,Co,,O,5,98.39446077,-1.774403762
1056,Pr4Ca4Mn6Fe2O24,Pr,Ca,,Mn,Fe,,O,5,95.45473206,-1.849562083
1057,Pr4Ca4Mn6Ni2O24,Pr,Ca,,Mn,Ni,,O,5,121.127399,-1.701615731
1059,Pr4Ca4Mn7Fe1O24,Pr,Ca,,Mn,Fe,,O,5,100.7636461,-1.855860558
1060,Pr4Ca4Mn7Ni1O24,Pr,Ca,,Mn,Ni,,O,5,108.4259796,-1.787061382
1061,Pr4Ca4Ni4Co4O24,Pr,Ca,,Ni,Co,,O,5,186.7177889,-1.299670137
1062,Pr4Ca4Ni6Co2O24,Pr,Ca,,Ni,Co,,O,5,245.4889771,-1.190843856
1063,Pr4Ca4Ni7Co1O24,Pr,Ca,,Ni,Co,,O,5,259.2165712,-1.152088715
1064,Pr4Dy4Co8O24,Pr,Dy,,Co,,,O,4,50.83922866,-1.812742643
1065,Pr4Dy4Cr8O24,Pr,Dy,,Cr,,,O,4,9.106651,-2.342747454
1066,Pr4Dy4Fe8O24,Pr,Dy,,Fe,,,O,4,51.31971375,-2.081837926
1067,Pr4Dy4Ga8O24,Pr,Dy,,Ga,,,O,4,90.00434745,-2.264112111
1068,Pr4Dy4Mn8O24,Pr,Dy,,Mn,,,O,4,56.73302619,-2.175137976
1069,Pr4Dy4Ni8O24,Pr,Dy,,Ni,,,O,4,150.5629815,-1.512798518
1070,Pr4Dy4Sc8O24,Pr,Dy,,Sc,,,O,4,43.12872844,-3.123075848
1071,Pr4Dy4Ti8O24,Pr,Dy,,Ti,,,O,4,95.22684338,-2.754343805
1072,Pr4Dy4V8O24,Pr,Dy,,V,,,O,4,6.890127562999999,-2.432188678
1073,Pr4Gd4Co8O24,Pr,Gd,,Co,,,O,4,0.0,-2.018360436
1074,Pr4Gd4Cr8O24,Pr,Gd,,Cr,,,O,4,0.0,-2.744937497
1075,Pr4Gd4Fe8O24,Pr,Gd,,Fe,,,O,4,0.0,-2.4975817190000003
1076,Pr4Gd4Ga8O24,Pr,Gd,,Ga,,,O,4,78.35022953,-2.244852154
1077,Pr4Gd4Mn8O24,Pr,Gd,,Mn,,,O,4,0.0,-2.531133269
1078,Pr4Gd4Ni8O24,Pr,Gd,,Ni,,,O,4,0.0,-2.133295061
1079,Pr4Gd4Sc8O24,Pr,Gd,,Sc,,,O,4,26.50926775,-3.1088681410000003
1080,Pr4Gd4Ti8O24,Pr,Gd,,Ti,,,O,4,55.01006219,-2.765386099
1081,Pr4Gd4V8O24,Pr,Gd,,V,,,O,4,0.0,-2.802416221
1082,Pr4Ho4Co8O24,Pr,Ho,,Co,,,O,4,57.38221378,-1.811669785
1083,Pr4Ho4Cr8O24,Pr,Ho,,Cr,,,O,4,10.51108275,-2.344133596
1084,Pr4Ho4Fe8O24,Pr,Ho,,Fe,,,O,4,52.52667425,-2.083113318
1085,Pr4Ho4Ga8O24,Pr,Ho,,Ga,,,O,4,91.38113959,-2.2653347530000003
1086,Pr4Ho4Mn8O24,Pr,Ho,,Mn,,,O,4,60.86288519,-2.1760681180000003
1087,Pr4Ho4Ni8O24,Pr,Ho,,Ni,,,O,4,154.69746659999996,-1.51413416
1088,Pr4Ho4Sc8O24,Pr,Ho,,Sc,,,O,4,49.58150338,-3.12388774
1089,Pr4Ho4Ti8O24,Pr,Ho,,Ti,,,O,4,103.2663285,-2.751774447
1090,Pr4Ho4V8O24,Pr,Ho,,V,,,O,4,7.055925313,-2.43422532
1091,Pr4Nd4Co8O24,Pr,Nd,,Co,,,O,4,25.30311228,-1.7806228730000002
1092,Pr4Nd4Cr8O24,Pr,Nd,,Cr,,,O,4,1.40097275,-2.309149684
1093,Pr4Nd4Fe8O24,Pr,Nd,,Fe,,,O,4,44.92360775,-2.049773656
1094,Pr4Nd4Ga8O24,Pr,Nd,,Ga,,,O,4,74.56373534,-2.232121591
1095,Pr4Nd4Mn8O24,Pr,Nd,,Mn,,,O,4,39.69329769,-2.143438456
1096,Pr4Nd4Ni8O24,Pr,Nd,,Ni,,,O,4,124.72986509999998,-1.480975748
1097,Pr4Nd4Sc8O24,Pr,Nd,,Sc,,,O,4,25.08521475,-3.094964828
1098,Pr4Nd4Ti8O24,Pr,Nd,,Ti,,,O,4,54.82773069,-2.750761036
1099,Pr4Nd4V8O24,Pr,Nd,,V,,,O,4,23.21180706,-2.375510408
1100,Pr4Sm4Co8O24,Pr,Sm,,Co,,,O,4,35.07688959,-1.790861593
1101,Pr4Sm4Cr8O24,Pr,Sm,,Cr,,,O,4,0.0,-2.320202654
1102,Pr4Sm4Fe8O24,Pr,Sm,,Fe,,,O,4,48.18377975,-2.060146876
1103,Pr4Sm4Ga8O24,Pr,Sm,,Ga,,,O,4,82.92662983,-2.242498561
1104,Pr4Sm4Mn8O24,Pr,Sm,,Mn,,,O,4,42.81588044,-2.154099176
1105,Pr4Sm4Ni8O24,Pr,Sm,,Ni,,,O,4,134.67164240000002,-1.4910464680000002
1106,Pr4Sm4Sc8O24,Pr,Sm,,Sc,,,O,4,28.58352225,-3.103871798
1107,Pr4Sm4Ti8O24,Pr,Sm,,Ti,,,O,4,70.13978156,-2.750977005
1108,Pr4Sm4V8O24,Pr,Sm,,V,,,O,4,9.364902313,-2.378574878
1109,Pr4Sr4Co4Ni4O24,Pr,Sr,,Co,Ni,,O,5,139.928045,-1.319401221
1110,Pr4Sr4Co6Ni2O24,Pr,Sr,,Co,Ni,,O,5,118.3141068,-1.3910702519999998
1111,Pr4Sr4Co7Ni1O24,Pr,Sr,,Co,Ni,,O,5,89.54726266,-1.444864643
1112,Pr4Sr4Fe1Co7O24,Pr,Sr,,Fe,Co,,O,5,85.49364413,-1.510468069
1113,Pr4Sr4Fe1Ni7O24,Pr,Sr,,Fe,Ni,,O,5,200.7604929,-1.205171085
1114,Pr4Sr4Fe2Co6O24,Pr,Sr,,Fe,Co,,O,5,84.93486971,-1.547549104
1115,Pr4Sr4Fe2Ni6O24,Pr,Sr,,Fe,Ni,,O,5,183.5729925,-1.287925761
1116,Pr4Sr4Mn1Co7O24,Pr,Sr,,Mn,Co,,O,5,79.98594820000002,-1.532198794
1118,Pr4Sr4Mn2Co6O24,Pr,Sr,,Mn,Co,,O,5,65.64422785,-1.599285805
1119,Pr4Sr4Mn4Co4O24,Pr,Sr,,Mn,Co,,O,5,54.1587672,-1.707336325
1120,Pr4Sr4Mn4Ni4O24,Pr,Sr,,Mn,Ni,,O,5,125.5711436,-1.5358137630000002
1122,Pr4Sr4Mn6Fe2O24,Pr,Sr,,Mn,Fe,,O,5,56.85261239,-1.871804417
1123,Pr4Sr4Mn6Ni2O24,Pr,Sr,,Mn,Ni,,O,5,86.83015809999998,-1.719687315
1124,Pr4Sr4Mn7Co1O24,Pr,Sr,,Mn,Co,,O,5,64.02417181,-1.839687107
1125,Pr4Sr4Mn7Fe1O24,Pr,Sr,,Mn,Fe,,O,5,61.57636317,-1.878097142
1126,Pr4Sr4Mn7Ni1O24,Pr,Sr,,Mn,Ni,,O,5,72.88526591,-1.805798466
1127,Pr4Sr4Ni4Co4O24,Pr,Sr,,Ni,Co,,O,5,144.135045,-1.3151942209999998
1128,Pr4Sr4Ni6Co2O24,Pr,Sr,,Ni,Co,,O,5,184.420825,-1.21710044
1129,Pr4Sr4Ni7Co1O24,Pr,Sr,,Ni,Co,,O,5,202.5255342,-1.168417299
1130,Pr6Dy2Co8O24,Pr,Dy,,Co,,,O,4,48.04117053,-1.780956081
1131,Pr6Dy2Cr8O24,Pr,Dy,,Cr,,,O,4,0.0,-2.318581142
1132,Pr6Dy2Fe8O24,Pr,Dy,,Fe,,,O,4,51.23881538,-2.058635364
1133,Pr6Dy2Ga8O24,Pr,Dy,,Ga,,,O,4,75.46581208,-2.240777549
1134,Pr6Dy2Mn8O24,Pr,Dy,,Mn,,,O,4,50.70809969,-2.152588664
1136,Pr6Dy2Sc8O24,Pr,Dy,,Sc,,,O,4,36.18162447,-3.1028007860000004
1137,Pr6Dy2Ti8O24,Pr,Dy,,Ti,,,O,4,66.76133313,-2.7489787430000003
1138,Pr6Dy2V8O24,Pr,Dy,,V,,,O,4,0.0,-2.410424616
1139,Pr6Gd2Co8O24,Pr,Gd,,Co,,,O,4,0.0,-2.165381602
1140,Pr6Gd2Cr8O24,Pr,Gd,,Cr,,,O,4,0.0,-2.7359421630000003
1141,Pr6Gd2Fe8O24,Pr,Gd,,Fe,,,O,4,0.0,-2.479007635
1142,Pr6Gd2Ga8O24,Pr,Gd,,Ga,,,O,4,67.74394496,-2.23300882
1143,Pr6Gd2Mn8O24,Pr,Gd,,Mn,,,O,4,0.0,-2.523653436
1144,Pr6Gd2Ni8O24,Pr,Gd,,Ni,,,O,4,0.0,-2.121985727
1145,Pr6Gd2Sc8O24,Pr,Gd,,Sc,,,O,4,26.49126913,-3.097077557
1146,Pr6Gd2Ti8O24,Pr,Gd,,Ti,,,O,4,42.34404359,-2.758431765
1147,Pr6Gd2V8O24,Pr,Gd,,V,,,O,4,0.0,-2.792259387
1148,Pr6Hf2Mn6Zn2O24,Pr,Zn,,Mn,Hf,,O,5,97.75371527,-2.1221966
1149,Pr6Hf2Zn2Co6O24,Pr,Zn,,Co,Hf,,O,5,113.2709417,-1.828794537
1150,Pr6Hf2Zn2Fe6O24,Pr,Zn,,Fe,Hf,,O,5,127.3067106,-2.026544749
1151,Pr6Hf2Zn2Ni6O24,Pr,Zn,,Ni,Hf,,O,5,181.7559218,-1.6027966930000002
1152,Pr6Ho2Co8O24,Pr,Ho,,Co,,,O,4,47.45866309,-1.784273652
1153,Pr6Ho2Cr8O24,Pr,Ho,,Cr,,,O,4,0.0,-2.3186067130000003
1154,Pr6Ho2Fe8O24,Pr,Ho,,Fe,,,O,4,52.56517063,-2.058550185
1155,Pr6Ho2Ga8O24,Pr,Ho,,Ga,,,O,4,76.75772521,-2.24062587
1156,Pr6Ho2Mn8O24,Pr,Ho,,Mn,,,O,4,53.39027919,-2.152436485
1157,Pr6Ho2Ni8O24,Pr,Ho,,Ni,,,O,4,141.4711659,-1.490040777
1158,Pr6Ho2Sc8O24,Pr,Ho,,Sc,,,O,4,40.06738694,-3.102547357
1159,Pr6Ho2Ti8O24,Pr,Ho,,Ti,,,O,4,71.18482569,-2.747290314
1160,Pr6Ho2V8O24,Pr,Ho,,V,,,O,4,0.0,-2.410437187
1161,Pr6Mn6Nb2Zn2O24,Pr,Zn,,Mn,Nb,,O,5,101.6792434,-2.028600986
1163,Pr6Nb2Zn2Co6O24,Pr,Zn,,Co,Nb,,O,5,149.5897113,-1.733974423
1164,Pr6Nb2Zn2Fe6O24,Pr,Zn,,Fe,Nb,,O,5,147.4918845,-1.905560636
1165,Pr6Nb2Zn2Ni6O24,Pr,Zn,,Ni,Nb,,O,5,170.1125259,-1.56328633
1166,Pr6Nd2Co8O24,Pr,Nd,,Co,,,O,4,25.02448734,-1.775144821
1168,Pr6Nd2Fe8O24,Pr,Nd,,Fe,,,O,4,44.84888738,-2.045795104
1169,Pr6Nd2Ga8O24,Pr,Nd,,Ga,,,O,4,64.51928629,-2.228123789
1170,Pr6Nd2Mn8O24,Pr,Nd,,Mn,,,O,4,39.54298544,-2.139384154
1171,Pr6Nd2Ni8O24,Pr,Nd,,Ni,,,O,4,122.9802402,-1.476968696
1172,Pr6Nd2Sc8O24,Pr,Nd,,Sc,,,O,4,24.41361763,-3.0914915260000004
1173,Pr6Nd2Ti8O24,Pr,Nd,,Ti,,,O,4,44.01037784,-2.749361733
1174,Pr6Nd2V8O24,Pr,Nd,,V,,,O,4,3.698216094,-2.373869856
1175,Pr6Sm2Co8O24,Pr,Sm,,Co,,,O,4,47.801376,-1.762374181
1176,Pr6Sm2Cr8O24,Pr,Sm,,Cr,,,O,4,0.0,-2.309818742
1177,Pr6Sm2Fe8O24,Pr,Sm,,Fe,,,O,4,47.14197338,-2.050318714
1178,Pr6Sm2Ga8O24,Pr,Sm,,Ga,,,O,4,69.47703167,-2.232635899
1180,Pr6Sm2Ni8O24,Pr,Sm,,Ni,,,O,4,128.3861288,-1.481569056
1181,Pr6Sm2Sc8O24,Pr,Sm,,Sc,,,O,4,26.74964638,-3.095358136
1182,Pr6Sm2Ti8O24,Pr,Sm,,Ti,,,O,4,52.91027828,-2.748225843
1183,Pr6Sm2V8O24,Pr,Sm,,V,,,O,4,0.0,-2.373506716
1184,Pr6Ta2Mn6Zn2O24,Pr,Zn,,Mn,Ta,,O,5,88.06968527,-2.086366582
1185,Pr6Ta2Zn2Co6O24,Pr,Zn,,Co,Ta,,O,5,121.012896,-1.82255077
1186,Pr6Ta2Zn2Fe6O24,Pr,Zn,,Fe,Ta,,O,5,177.3463264,-1.919862232
1187,Pr6Ta2Zn2Ni6O24,Pr,Zn,,Ni,Ta,,O,5,171.80996059999995,-1.621588426
1188,Pr6Ti2Mn6Zn2O24,Pr,Zn,,Mn,Ti,,O,5,89.11498671,-2.068465654
1189,Pr6Ti2Zn2Co6O24,Pr,Zn,,Co,Ti,,O,5,102.6652079,-1.7913453419999998
1190,Pr6Ti2Zn2Fe6O24,Pr,Zn,,Fe,Ti,,O,5,85.32116056,-2.0124163040000003
1191,Pr6Ti2Zn2Ni6O24,Pr,Zn,,Ni,Ti,,O,5,181.776188,-1.554721498
1192,Pr6Zn2Co8O24,Pr,Zn,,Co,,,O,4,111.9893687,-1.4333789890000002
1194,Pr6Zn2Ni8O24,Pr,Zn,,Ni,,,O,4,233.371776,-1.104295864
1195,Pr6Zr2Mn6Zn2O24,Pr,Zn,,Mn,Zr,,O,5,89.46412177,-2.099890348
1196,Pr6Zr2Zn2Co6O24,Pr,Zn,,Co,Zr,,O,5,123.8263429,-1.801958035
1197,Pr6Zr2Zn2Fe6O24,Pr,Zn,,Fe,Zr,,O,5,130.7107956,-1.998800498
1198,Pr6Zr2Zn2Ni6O24,Pr,Zn,,Ni,Zr,,O,5,188.725323,-1.5795461919999998
1199,Pr7Mn8Zn1O24,Pr,Zn,,Mn,,,O,4,67.39021938,-1.978509962
1200,Pr7Zn1Co8O24,Pr,Zn,,Co,,,O,4,71.54661553,-1.598343879
1201,Pr7Zn1Fe8O24,Pr,Zn,,Fe,,,O,4,77.59021428,-1.876708662
1202,Pr7Zn1Ni8O24,Pr,Zn,,Ni,,,O,4,178.5909456,-1.287339004
1204,Pr8Co2Ni6O24,Pr,,,Co,Ni,,O,4,81.59092701,-1.562656425
1205,Pr8Co4Ni4O24,Pr,,,Co,Ni,,O,4,95.33248881,-1.598969956
1206,Pr8Co6Ni2O24,Pr,,,Co,Ni,,O,4,28.05755061,-1.716299987
1207,Pr8Co7Ni1O24,Pr,,,Co,Ni,,O,4,32.97595651,-1.736409128
1208,Pr8Co8O24,Pr,,,Co,,,O,3,22.41961241,-1.7719930190000002
1209,Pr8Cr1Co7O24,Pr,,,Cr,Co,,O,4,22.37403472,-1.834268651
1210,Pr8Cr1Fe7O24,Pr,,,Cr,Fe,,O,4,30.80780525,-2.077926399
1211,Pr8Cr1Ga7O24,Pr,,,Cr,Ga,,O,4,44.20322781,-2.234695842
1212,Pr8Cr1Ni7O24,Pr,,,Cr,Ni,,O,4,94.65388494,-1.583231667
1213,Pr8Cr2Co6O24,Pr,,,Cr,Co,,O,4,29.18020703,-1.889692534
1215,Pr8Cr2Ga6O24,Pr,,,Cr,Ga,,O,4,38.12301463,-2.244862197
1216,Pr8Cr2Ni6O24,Pr,,,Cr,Ni,,O,4,83.02690466,-1.67855194
1217,Pr8Cr4Co4O24,Pr,,,Cr,Co,,O,4,13.18080166,-2.030152049
1218,Pr8Cr4Fe4O24,Pr,,,Cr,Fe,,O,4,0.0,-2.185639191
1219,Pr8Cr4Ga4O24,Pr,,,Cr,Ga,,O,4,26.27533825,-2.2648821580000003
1220,Pr8Cr4Ni4O24,Pr,,,Cr,Ni,,O,4,18.44019411,-1.910525237
1221,Pr8Cr6Co2O24,Pr,,,Cr,Co,,O,4,0.0,-2.164235314
1222,Pr8Cr6Fe2O24,Pr,,,Cr,Fe,,O,4,0.0,-2.243385385
1223,Pr8Cr6Ni2O24,Pr,,,Cr,Ni,,O,4,0.0,-2.1071002830000003
1224,Pr8Cr7Co1O24,Pr,,,Cr,Co,,O,4,0.0,-2.232326947
1225,Pr8Cr7Fe1O24,Pr,,,Cr,Fe,,O,4,0.0,-2.272338482
1226,Pr8Cr7Ni1O24,Pr,,,Cr,Ni,,O,4,0.0,-2.202056806
1227,Pr8Cr8O24,Pr,,,Cr,,,O,3,0.0,-2.30090658
1228,Pr8Fe1Co7O24,Pr,,,Fe,Co,,O,4,42.23558798,-1.788699304
1230,Pr8Fe2Co6O24,Pr,,,Fe,Co,,O,4,36.16956355,-1.831287589
1231,Pr8Fe2Ni6O24,Pr,,,Fe,Ni,,O,4,93.87112816,-1.623420746
1232,Pr8Fe4Co4O24,Pr,,,Fe,Co,,O,4,40.8070147,-1.89969466
1234,Pr8Fe6Co2O24,Pr,,,Fe,Co,,O,4,47.92046585,-1.965625731
1235,Pr8Fe6Ni2O24,Pr,,,Fe,Ni,,O,4,54.07340405,-1.9094177
1236,Pr8Fe7Co1O24,Pr,,,Fe,Co,,O,4,45.52619143,-2.004542266
1237,Pr8Fe7Ni1O24,Pr,,,Fe,Ni,,O,4,47.54553553,-1.977495376
1238,Pr8Fe8O24,Pr,,,Fe,,,O,3,44.549417,-2.042041302
1239,Pr8Ga4Co4O24,Pr,,,Ga,Co,,O,4,66.64638295,-1.989848128
1240,Pr8Ga4Fe4O24,Pr,,,Ga,Fe,,O,4,37.473804,-2.143228019
1241,Pr8Ga4Ni4O24,Pr,,,Ga,Ni,,O,4,129.9767594,-1.826407565
1242,Pr8Ga6Co2O24,Pr,,,Ga,Co,,O,4,60.63163558,-2.106708182
1243,Pr8Ga6Fe2O24,Pr,,,Ga,Fe,,O,4,43.1541225,-2.184603253
1244,Pr8Ga6Ni2O24,Pr,,,Ga,Ni,,O,4,97.08889055,-2.025701151
1245,Pr8Ga7Co1O24,Pr,,,Ga,Co,,O,4,56.54071259,-2.165378709
1246,Pr8Ga7Fe1O24,Pr,,,Ga,Fe,,O,4,46.33040675,-2.204954745
1247,Pr8Ga7Ni1O24,Pr,,,Ga,Ni,,O,4,76.83212346,-2.125565069
1248,Pr8Ga8O24,Pr,,,Ga,,,O,3,50.298441,-2.224514487
1249,Pr8Mg1Co7O24,Pr,,,Mg,Co,,O,4,0.0,-2.202330157
1250,Pr8Mg1Cr7O24,Pr,,,Mg,Cr,,O,4,0.0,-2.710262835
