composition,Eg (eV)
K2HgP2Se6,2.25
Gd2ZrS5,1.88
Pr2S3,2.68
PbBiO2Br,2.47
YbS,1.1
K6Cd4Sn3Se13,2.33
Pb0.75Ge0.25Te,0.44
CdSb,0.47
Pb0.96TeGa0.04,0.37
NdLuSe3,1.61
Bi6Cu3S10I,0.72
LiH3Se2O6,4.9
BaLa2In2S7,1.87
Li3Cs2B5O10,7.3
TlScS2,1.51
InSe,1.36
SbSBr,2.17
Zn0.75Hg0.25Se,1.4
K2Ge4Se8,1.8
ZnGeN2,3.2
KAsSe2,1.62
GaN,3.3
Cu2Te,1.04
Dy2Mo3O12,1.92
Li2PtO3,2.3
PbSe0.01S0.99,0.37
Si2Te3,2.0
Eu2SnSe5,1.07
Ba6Sn6Se13,1.52
As2S6,2.35
Rb2CdBr2I2,3.35
Cu2Ga4Te7,1.08
Ba2In2Se5,2.12
Cs3Sb2I9,1.89
Cu3SbSe4,0.31
Ag0.5Pb1.75GeSe4,1.51
InSe,1.19
Nd2HfS5,0.7
Nb6VSb3O25,3.2
TeSe3,1.4
Na2Ga2SnS6,2.29
Sn2BiSI5,1.32
Ag3SbS3,1.77
TlS,1.36
K10Mn4Sn4S17,2.3
GaSb,0.81
Bi2Te2.7Se0.3,0.2
PtSb2,0.4
AgGaGeS4,3.0
KCu2SbS3,1.53
TiCoSb,0.95
InS,1.9
Ag3SbS3,2.13
PrTaN2O,2.0
Pr2Sr2PtO7.07,3.05
InSb,0.24
KBiS2,0.86
Cs4In8GeSe16,2.2
Tl6CuTe2O10,2.3
InPS4,3.12
BaCuTeF,2.3
Ge0.2Si0.8,1.1
Ba5In4Te4S7,2.13
CsMn4In5Se12,1.79
CuInSe2,0.95
PbN6,2.98
GeS,1.61
AlSb,1.69
Be3N2,3.8
AlSb,1.7
Cs39Cl6Ga53Se96,2.74
Zn0.43Cd0.57Se,2.9
Ag2SnS3,1.26
AlP,2.42
Cu0.4Ga1.6S2.6,2.5
Cs3Bi2I9,1.8
Tl3TaS4,2.7
PbS,0.29
Be3Sb2,0.67
Cu3SbS4,0.8
BiSeI,1.28
CuYO2,3.5
TlCr5S7Se,0.97
GaVTe2O8,3.0
CdS,2.4
Zn0.65Hg0.35Se,1.0
Pb0.95Ge0.05Se,0.28
V2O5,2.49
NaF,10.5
Bi12SiO20,3.25
VTeO5H,2.51
CdAs2,1.2
CsMn4Ga5Te12,1.55
CsI,6.3
Yb2O3,5.22
CdTe,1.43
In0.2As0.2Ga0.8P0.8,2.15
CuI,3.07
PbCuSbS3,1.31
Ba2CdB6O12,4.59
Sn2BiS2I3,1.22
GeSe,1.18
As2Te3,1.68
Sm2S3,3.0
GaN,3.6
Y2O3,5.6
GaSb,0.72
GaSe,2.04
PbSe,0.28
Ag2VI3O11,2.16
GaN,3.49
LiSbSe2,0.68
Cs2ZnSn3Se8,2.12
Zn4Sb3,1.2
TlInSe2,1.22
Eu2Ga2GeS7,2.3
TlHg6Se4Br5,2.8
AlP,2.52
La2Sr2PtO7.13,2.52
KCu3S2,1.46
RuP2,0.8
SnGe,0.8
Hg0.9Cd0.1Se,1.5
Cu2O,2.67
CdCuSe2O6,3.33
PbTe,0.31
AgP15,1.47
SmSb,0.59
KScSe2O6,5.4
CdGeP2,1.8
ReS2,1.33
Pr4InSbSe9,1.89
Cd0.6Te0.6Al0.4Sb0.4,1.8
Tl2TeI6,1.5
La10OSe14,2.04
NaNO2,3.1
K2La2Sb2S9,2.2
Se0.2Te0.8,0.4
Ga0.2Al0.8P,2.43
Ag3SbS3,2.17
InSb0.2As0.8,0.12
ZnSe,2.81
MnAl3,0.58
InN,2.11
TaGaS2,2.54
CuBr,2.99
MgSe,5.6
EuTm2Se4,1.8
BaTeMo2O9,3.12
Mg3N2,2.8
Ba2InSbSe5,1.92
TiTlSe2,0.56
Ca3La2Sn3S12,1.45
Cs2PtI6O18,2.4
BiSI,1.64
Na2BaGeSe4,2.25
ZnS,3.54
Sr3GeSb2Se8,0.75
K2Ho4Cu4S9,2.43
In0.8Al0.2P,1.7
Cu2ZnSnSe4,1.44
Ga0.1P0.1Zn0.9Se0.9,2.3
LiBi4Nb3O12,3.0
K3Ga3Ge7S20,3.25
K2Au2Sn2Se6,2.28
TlCl,3.2
SnO,3.0
GaTe,1.52
GaAs0.75Sb0.25,0.65
BaIr2Ge4Se6,1.33
KInTe2O6,4.0
ZnSnO3,3.9
Mg2Sn,0.18
Ca5Bi14O26,2.6
Ga1.001Sb0.999Te0.003,0.72
YNiSb,0.29
SrO,5.7
Gd6Ge2.5S14,2.2
KZrPSe6,2.0
Ba5CdGa6Se15,2.6
Ag3SbS3,2.2
MnTe,1.25
Ag3AsS3,1.86
Ag3SbS3,2.17
AgSbSe2,0.58
AlP,2.5
AlP,3.63
As2S3,2.2
As2S3,2.32
As2S3,2.43
Bi0.6Te3Sb1.4,0.2
CdAs2,0.89
CdP2,2.11
CdS,2.57
CdSe,2.26
CdSe,2.18
CdTe,1.59
CdTe,1.49
CdTe,1.52
CuFeS2,0.53
CuGaSe2,1.63
Dy2S3,2.91
GaAs,1.52
GaAs,1.42
GaAs,1.58
GaAs,1.43
GaN,3.8
GaS,2.38
GaS,2.53
GaSe,1.97
GaSe,2.09
GaTe,1.42
GaTe,1.8
GeSe,1.17
GeSe2,2.36
In4Te3,0.57
InAs,0.36
InAs,0.41
InAs,0.4
InAs,0.41
InSe,1.18
InSe,1.2
InSe,1.32
InSe,1.35
KI,6.38
Mg3As2,2.6
NaBiSe2,0.28
PbS,0.31
PbS,0.29
RbI,6.36
Sb2S3,1.63
Sb2S3,1.72
Sb2S3,1.71
SnS,1.2
SnS,1.18
SnSe,0.94
Tl2Te3,0.48
Tl2Te3,0.7
TlCl,3.5
TlSbS2,1.54
Zn3As2,1.09
Zn3As2,0.98
ZnGeAs2,1.05
ZnO,3.35
ZnS,3.87
ZnS,3.6
ZnSe,2.67
ZnSnP2,1.3
ZnTe,2.39
ZnTe,2.25
ZnTe,2.29
ZnSnP2,1.66
ZnTe,2.4
"AgCNO,65",0.0
Al13Ru4,0.0
SiTe2Os,0.0
HoMg2,0.0
UAl4,0.0
SmCoC2,0.0
Ag9Pb4O12,0.0
"NaZr2TiF11,12",0.0
ScRh,0.0
"Li3VOF5,1",0.0
Ti2ZnS4,0.0
KV6O11,0.0
ErMg2,0.0
CsAs2Ru2,0.0
In2Pt,0.0
Rh3Pb,0.0
Ba3CrS5,0.0
Si2SbO6,0.0
ReBiO3,0.0
Cu10Sb3,0.0
Ce2Ti2O7,0.0
Sr8Fe3N8,0.0
Re3P4,0.0
TiPO4,0.0
NbOsPb,0.0
ZrGeRu,0.0
Y2Ru2O7,0.0
La2Rh7,0.0
Hf4Al3,0.0
Dy2TlCd,0.0
SrNi5As3,0.0
Cr2SbTe,0.0
DyNiSn,0.0
Zn2SnN2,0.0
TiAlAu2,0.0
Dy5Sn3,0.0
CeSi2Pt,0.0
NdAu3,0.0
"Li3Mo2P5O18,2",0.0
Tl16O15F17,0.0
DySi2Cu2,0.0
Ga5Pd13,0.0
CeTl3,0.0
Ni3S4,0.0
"Sr2MgReO6,225",0.0
"NaLu(Pd3O4)2,200",0.0
Na2Tl,0.0
Tc3Pd,0.0
"BaAlCu4O7,186",0.0
CrSiCu2,0.0
Nd4MgRu,0.0
Hf5CuPb3,0.0
Lu2Mn12P7,0.0
CrNiAs,0.0
ZrMo3,0.0
Cu4Pd,0.0
Li2Ga,0.0
La3B2N4,0.0
Mg9CuO10,0.0
Au3S,0.0
RbCd13,0.0
Cu9O13,0.0
Ni2PO5,0.0
SrV13O18,0.0
NaNi2O3,0.0
Th2CrN3,0.0
Hf3P3Pd4,0.0
Mg17Al11Pd,0.0
EuZn,0.0
ReRuOs,0.0
Y2Ge5Ir3,0.0
Zr3Ir,0.0
"Li4Cu(PO4)2,7",0.0
Sm2Fe17,0.0
Ni2Mo3N,0.0
"Li5Fe2Ni3O10,2",0.0
NaSi2Pd3,0.0
Y3Ge4,0.0
Mg2AgIr,0.0
ThAl,0.0
NdInAu,0.0
Sc2GaIr,0.0
GdInIr,0.0
GePt2,0.0
LiGaAg2,0.0
YbH3O3,0.0
ThPSe,0.0
SmAg,0.0
Cr10Sb3Te7,0.0
ZrAl5Ni2,0.0
ZrPd3,0.0
Te2Au,0.0
Sm6Br13,0.0
Ba5Ge3,0.0
La2Si5Rh3,0.0
Nd2IrPd,0.0
Ag7NO11,0.0
V6PbO11,0.0
Nd3Ge5,0.0
ReIr3,0.0
ZrNiSn,0.0
MgAs4Rh6,0.0
CeSbO3,0.0
NdCo2Si2,0.0
Nd5Ge4,0.0
Rb3Mn,0.0
Ba5Al2Ge7,0.0
LiThAu2,0.0
Sn5B2Rh6,0.0
Tl2CdTe4,0.0
EuCsF3,0.0
YbNd3,0.0
LiV3O4,0.0
Ag3RuO4,0.0
LiAlRh2,0.0
LaAl4,0.0
PrMo3,0.0
KOs2O6,0.0
Rb5Tl3O,0.0
"YCu3(WO3)4,2",0.0
La5SmS8,0.0
Eu2Ga9Rh3,0.0
USi2Ni2,0.0
RbMnTe2,0.0
MnSbPd,0.0
Ti13S24,0.0
FePd2Se2,0.0
SiBi3O7,0.0
Al2Cu3Se6,0.0
Sm2Pd2Pb,0.0
CaZn3,0.0
U2AlCo3,0.0
LiSn4Ir,0.0
PmSnRh2,0.0
HfSiPt,0.0
ScSi3Ni,0.0
YHg2,0.0
U2Al3C4,0.0
"Li2Ni2SbO6,64",0.0
Th2In,0.0
"Te2MoWS2,164",0.0
SrAl,0.0
Ca3Sn2S7,0.0
"VCu3(PO4)4,6",0.0
"RbU2SbS8,8",0.0
YMgGa,0.0
Ni3Ge,0.0
Co3W,0.0
YbAgGe,0.0
YSi2Ru2,0.0
LaIn,0.0
Re3F,0.0
NdAgPb,0.0
"Sr2ZnReO6,87",0.0
"Mn3Cr3(TeO8)2,8",0.0
Sc3Re2Si4,0.0
GdNi2Ge2,0.0
CaVO2,0.0
ICl2,0.0
Ba3Te,0.0
NdSi2Ir2,0.0
MnTcOs,0.0
B5Mo2,0.0
Zn3Cu,0.0
Yb3Ti3O14,0.0
"Li2MnO2F,63",0.0
Nd3Ni13B2,0.0
InPt,0.0
CuSeO3,0.0
CaTiO2,0.0
NaLi3,0.0
VTc,0.0
"LiY(CuP)2,164",0.0
"LiMnP2O7,11",0.0
U5Ge3,0.0
YZn5,0.0
"Li4FeNi3O8,2",0.0
"NdMnSbO,129",0.0
TiFe2Sb,0.0
EuMg2Bi2,0.0
"KCuPO4,61",0.0
PrLuIn2,0.0
Rb2FeI4,0.0
"Ba3ZrRu2O9,194",0.0
Gd3Al2Ni6,0.0
FePd3,0.0
LiCa2Mg,0.0
TiFeH2,0.0
BaMnO3,0.0
YDyAg2,0.0
ReSn3,0.0
HoCu4Pd,0.0
CsIrO3,0.0
Cs2Mo15S19,0.0
Zr2CuS4,0.0
KTm,0.0
Fe2O2F3,0.0
La2Ni5B4,0.0
Ti4ZnO8,0.0
Yb5Au4,0.0
Tl5Te3,0.0
K2Mn3S4,0.0
Sb2Te,0.0
ZnSb3,0.0
GaFeNi2,0.0
ErCu2Ge2,0.0
CeBC,0.0
V12P7,0.0
LiMnO2,0.0
Dy12Co7,0.0
Sc5Pb3,0.0
LiCu2Ge,0.0
"Cu3Se2(ClO3)2,12",0.0
SmHoZn2,0.0
LiCu3O3,0.0
BaAs2Pd2,0.0
Pm2PtAu,0.0
CeInIr,0.0
Dy2CuOs,0.0
Y2C3,0.0
"NaZrCuTe3,62",0.0
HoMgAu2,0.0
La2B4Rh5,0.0
YB2C,0.0
PW5O17,0.0
RbC8,0.0
YErRh2,0.0
MnP2,0.0
BSe2Cl,0.0
LaV,0.0
FeSn,0.0
Nb3Te,0.0
Lu7Ni2Te2,0.0
MgSbF6,0.0
Li2Ni3O6,0.0
"CrNiP2O9,62",0.0
HoGe,0.0
AgAu2S2,0.0
ThRu3C,0.0
Sn5B2Ir6,0.0
"Na2VCuF7,62",0.0
NaTi5Se8,0.0
Yb3Tc,0.0
Cr2GeC,0.0
HoTiGe,0.0
Ca3Au4,0.0
ZnIrO3,0.0
HoCdCu4,0.0
MgInAg2,0.0
Cu23Sb8S26,0.0
Lu2TlCd,0.0
Ti2TcPd,0.0
Na2SO4,0.0
Al6Ru,0.0
Nb3Bi,0.0
Mn3Al10,0.0
ScCu2,0.0
YbGa8Co2,0.0
YbSi2Ag2,0.0
CaTi4O8,0.0
Na5Cu7O13,0.0
TbFe4P12,0.0
NdSb,0.0
Sm4U4O17,0.0
LiSnAu,0.0
DyZnRh2,0.0
CoAsRh,0.0
Sm2AgRu,0.0
MnCu2Sn,0.0
K3UF3,0.0
Sm2AlCd,0.0
Na2Cr7O14,0.0
TlSn,0.0
LuC2,0.0
TlCoBi,0.0
UAl3,0.0
Er2Ga9Co3,0.0
Nb3Ru,0.0
FeP,0.0
V2TcRu,0.0
NdRe4Si2,0.0
CaAg2Ge2,0.0
HfCo2Si2,0.0
LaSi2Ru,0.0
Rb3Sm,0.0
Si2Ni6B,0.0
LiTlPd2,0.0
Ga2NiS4,0.0
CsTiCl3,0.0
ZrNi4P2,0.0
"FeAg3(CN)6,162",0.0
Bi2O5,0.0
FeAs2O7,0.0
"Ce2SiSeO4,57",0.0
PrFeGe2,0.0
TbPt,0.0
Tm2In,0.0
YbRh2,0.0
TmAu,0.0
Sc2Al3Ru,0.0
Ce5Si3,0.0
Pm2LiGa,0.0
SmBPd3,0.0
Mg5Ti13O30,0.0
ZrSiTe,0.0
LuSiIr,0.0
KRuO4,0.0
KAgF3,0.0
Al9Ir2,0.0
ZrRh,0.0
SmCrGe3,0.0
"Ba2LiFe2N3,15",0.0
Hf3Ni4Ge4,0.0
Na3In2Au,0.0
La2In,0.0
"P2H12N7Cl,2",0.0
Nd3Ge2Ru2,0.0
Ho4Ga16Co3,0.0
Ta22Cu3S36,0.0
Ti3PO7,0.0
"Te3MoWS,156",0.0
TaF3,0.0
YbSn2Pd,0.0
LiLu2Ru,0.0
Mg3Mn2Al18,0.0
Pr2Ir2O7,0.0
Li8PrO6,0.0
DyInAu,0.0
Yb2SrS4,0.0
Sc4Ge6Rh7,0.0
Na2In5Au6,0.0
EuPPt,0.0
Co5Ge7,0.0
HoMn6Sn6,0.0
Li17Ti20O40,0.0
YSiRu,0.0
SmAu3,0.0
SiHg3,0.0
CdPt,0.0
HoBi2O6,0.0
PmCdPd2,0.0
Tm2ZnGa,0.0
Al2CoIr,0.0
"MgCo2(PO5)2,70",0.0
Sn3P3O13,0.0
ScTi9N9,0.0
BaZn5,0.0
Hf3Sb,0.0
Hf2Al3C4,0.0
BaB2Rh2,0.0
Zn3N2,0.0
Ba2Ce2O5,0.0
LiAl2Tc,0.0
Zr2In5Ni,0.0
LuUO3,0.0
U2Zn17,0.0
CeAgSn,0.0
Ho2CuRh,0.0
Ba2Cu5F14,0.0
"Sr2Cu(ClO)2,139",0.0
YbLaZn2,0.0
ZrNiGe,0.0
Zr7Sb4,0.0
Mg2PdAu,0.0
BaNi2P4,0.0
"RbNa2NiO2,139",0.0
HoMgZn2,0.0
Ba4Si20Au3,0.0
HgPt,0.0
Hf2S,0.0
CrAs,0.0
MgCuSn,0.0
YbIn4Ni,0.0
Sm2IrPd,0.0
Dy2Sn5,0.0
MgFe4O8,0.0
LiLu2Tc,0.0
ThSi2Ru2,0.0
USeS,0.0
Er2C3,0.0
Pr3Al4Si6,0.0
TmBRh3,0.0
"Li5Mn3(FeO5)2,2",0.0
DySn3,0.0
EuSbO3,0.0
"Li3Ni(SbO3)4,1",0.0
Ta3P,0.0
"YbBa4(CuO3)3,223",0.0
NdCo2Ge2,0.0
Lu2Al3Co,0.0
Yb3Al5O12,0.0
CoMoP2,0.0
Ce5CuSe8,0.0
TbCo2B2,0.0
ErRu3,0.0
Al2Ru,0.0
MnCdO2,0.0
Rb3Ga,0.0
U3Ni3Sn4,0.0
TbAl8Fe4,0.0
LuCdAg2,0.0
Cr7C3,0.0
BePd3,0.0
LiAlB4,0.0
LuBPd3,0.0
Ca5Ir,0.0
Ho2Au,0.0
ThPd3,0.0
Th6Mg23,0.0
Ca3Ga2Pt2,0.0
PrGaAu2,0.0
Sm2In,0.0
Mo3Pd2N,0.0
Y2AlZn,0.0
SmIn2Rh,0.0
Na3W4O12,0.0
Al9Rh2,0.0
"PH2NO2,67",0.0
"Li6Mn5FeO12,12",0.0
Ba3PN,0.0
Zr5Al3C,0.0
"Li3Mn3WO8,166",0.0
"LiFe2(SiO4)2,1",0.0
Sc6Te2Os,0.0
NaBi3,0.0
TmCu2S2,0.0
LaSi2Ru2,0.0
AgW6Br14,0.0
Ba3Co10O17,0.0
LuScRh2,0.0
LaBPt3,0.0
"Li5Mn5(SbO6)2,5",0.0
LaZnAu2,0.0
ErSiPd,0.0
Hg2Rh,0.0
"Eu2BaMn2O7,63",0.0
"Mg2GeB2Rh5,127",0.0
KHg11,0.0
PrInAu2,0.0
Li3Co4O8,0.0
CdRhF6,0.0
UCo2Ge2,0.0
Tb3Ge5,0.0
Li4VF7,0.0
MgIn3,0.0
CeMg2Ag,0.0
KNb2Se,0.0
Fe4O7F,0.0
EuCu9Sn4,0.0
La2CuO4,0.0
CaCo4S8,0.0
MnCoSi,0.0
GdGeRu,0.0
Al10V,0.0
EuPd,0.0
YbMn2As2,0.0
Ni23B6,0.0
Gd2AlCo2,0.0
U2Cr30P19,0.0
YbI3O9,0.0
BiAs2Os,0.0
Yb4Ba3O9,0.0
ZnFe2N2,0.0
Zr6NiCl15,0.0
Er5Si3,0.0
Hg2Sb2O7,0.0
Co5RuO8,0.0
ScGe2,0.0
Li3Si3Ag2,0.0
"Ba3NaIrO6,167",0.0
ScZn2,0.0
Mg3Rh,0.0
Sr3Sn4Ir4,0.0
TiMn2Ge,0.0
Sc6FeSb2,0.0
Pm2LiAl,0.0
Hf2Fe,0.0
"Cr3Ni(PO4)6,146",0.0
PrAu,0.0
TmMgAg2,0.0
Ho5Ge10Rh4,0.0
TaAl3,0.0
CeB2Ir3,0.0
Hf6PbO18,0.0
"LiLa2IrO6,14",0.0
FeCo2Si,0.0
Ca2CdPb,0.0
YAlGe,0.0
ZrAlRu2,0.0
YbBO3,0.0
In11Cu9Se20,0.0
TmIn3,0.0
UGeRh,0.0
MgTi11O20,0.0
TbNi4P2,0.0
YbSi2Ni,0.0
HoSb2,0.0
"Li3Mn2CuO6,12",0.0
Li7Mo12S16,0.0
V5SiB2,0.0
"Li2Fe3NiO8,160",0.0
Tb2Ti3Ge4,0.0
TiCoSn,0.0
Hf5Te4,0.0
Y3GaCo3,0.0
Ge3Sb,0.0
SmSb2,0.0
Dy12C6I17,0.0
Ti2TcNi,0.0
TbP,0.0
Sr8Mn3N9,0.0
"Mg3Al9FeSi5,189",0.0
Co3H,0.0
Tb3Mn2C6,0.0
U11O5,0.0
ThMn2Ge2,0.0
Ti2Cd,0.0
Ba3Al2Ge2,0.0
DyZrSb,0.0
Ti11O18,0.0
Tb2AlCo2,0.0
Zn2Sb3O8,0.0
YH2,0.0
Li2PrP2,0.0
LaAl4Co,0.0
Ba3N2,0.0
SrCuBi,0.0
Yb11Ni60C6,0.0
NaAsO3,0.0
"Li3Cu4NiO8,12",0.0
TbSnAu,0.0
USbSe,0.0
"LiMnSiO4,63",0.0
RbTiBr3,0.0
Ti3Fe3O,0.0
Te2Pd3Pb2,0.0
"Li4Fe3NiO8,166",0.0
Hf2MnIr,0.0
ZrW2,0.0
La2Sn5Rh3,0.0
Mn2GaW,0.0
CaZn5,0.0
"Ag2P2PbO7,2",0.0
RbHg3,0.0
Li23Mn20As20,0.0
UFe5Si3,0.0
Hf5Sn4,0.0
"Li3Ni2(GeO4)3,230",0.0
Fe6O7F5,0.0
"LiSn(PO3)4,15",0.0
Ti4O5,0.0
Ni2Mo4N,0.0
PrIn,0.0
YNi4B,0.0
"LiZn(Fe5O8)2,160",0.0
Nb5Ge3,0.0
"Ba2ReNiO6,225",0.0
SmTh3,0.0
CrIrO4,0.0
CuPd,0.0
Ho3Ge5,0.0
HfFe2,0.0
LuAl2Pd5,0.0
Li2CuF6,0.0
Sm4MgRh,0.0
Zn8Ag5,0.0
TbInAg2,0.0
W3O7F,0.0
YbAl3,0.0
Lu2CdAg,0.0
HoAlAu2,0.0
LaP3,0.0
LaScSi,0.0
U2Re2C3,0.0
"Na5Fe6(SiO3)12,5",0.0
HgIrO3,0.0
"V2Sb(PO4)3,167",0.0
ErPbAu,0.0
Hf2Hg,0.0
Ca3BiSb,0.0
CsWCl6,0.0
TiGaIr2,0.0
HoB4,0.0
LiTm2Ru,0.0
Ti2CoGe,0.0
Tm3GaC,0.0
Nd4O3F7,0.0
LiCa2Ga,0.0
LaFe4As12,0.0
CaB2C2,0.0
YSi2Pt2,0.0
"Sc2FeB2Ir5,127",0.0
U3Bi4,0.0
EuSnO3,0.0
EuMn2Ge2,0.0
MnCu3,0.0
LiAlGe,0.0
ZrHCl,0.0
SrAg,0.0
YbAl2Ga2,0.0
Nb2Sb,0.0
"Ba2LaIrO6,12",0.0
MgScAg2,0.0
Fe10O9F11,0.0
YbAl2Ge2,0.0
TmSb,0.0
"TiV4CuO12,5",0.0
RbTmO3,0.0
Ce8U2O21,0.0
Dy2ZnIn,0.0
"Li2Fe3NiO8,212",0.0
ZnCrO2,0.0
"Li2Ti3FeO8,160",0.0
Sc3BPb,0.0
TiTc2Sb,0.0
Li3V12O29,0.0
Na8PO3,0.0
BeFe2Si,0.0
"CuP2(HO3)2,14",0.0
U2Ti,0.0
DyAgHg2,0.0
CeSI,0.0
"BaMn4ZnO8,162",0.0
Ce2Fe17,0.0
HoTiO3,0.0
Zr3Al4C6,0.0
Li7Ni11O22,0.0
Cr2HgSe4,0.0
Ho5Si4,0.0
Li2LaTl,0.0
TbNiO3,0.0
Ga3Pt2,0.0
"Mn3V2(SiO4)3,230",0.0
"LaMg(FeO3)2,31",0.0
YbGeRh,0.0
CaCu5,0.0
SmC10,0.0
ThSi2Ru3,0.0
Zr3Hg,0.0
CaInAu,0.0
Nb3IrSe8,0.0
UCoSi,0.0
DyBiPd,0.0
LaIn4Au2,0.0
LiAl3,0.0
EuZn2Ge2,0.0
"VAg(PSe3)2,5",0.0
"Y2Fe2Si2C,12",0.0
La3ZrSb5,0.0
Sr2GeN2,0.0
VFeRu2,0.0
U4N7,0.0
Al6Fe,0.0
"Cs2SeClF6,225",0.0
Hf5Si4,0.0
MnCo4O8,0.0
LiMg2Ag,0.0
"Ba3Nb2CoO9,164",0.0
Na2LiTa,0.0
CaNi5,0.0
Yb23Mg4Cu7,0.0
CdAg,0.0
KNb2O5,0.0
LaHg,0.0
V3Si,0.0
Sm3Zr,0.0
ZnWO2,0.0
Zr2HBr2,0.0
"BaLa2CoS5,140",0.0
SrZnSb2,0.0
Ta6Ni16Ge7,0.0
Ca5Au2,0.0
"Rb2NaVF6,225",0.0
Hf54Os17,0.0
"Rb4Si2CuO7,2",0.0
HoCd,0.0
Cd2PbO4,0.0
SrSbAu,0.0
Na3Re,0.0
"Mg4Sc3(SiO3)8,3",0.0
"Li5Co2O2F5,139",0.0
SmHgPd,0.0
"NaFe2(SiO3)4,5",0.0
BeCu,0.0
PrSm3,0.0
InSiTe3,0.0
HgPt3,0.0
Yb2InPd2,0.0
Li11Mn13O32,0.0
Sb2XeF14,0.0
"LiNiP2O7,15",0.0
AlSn,0.0
Li3C,0.0
VP,0.0
ZrSe,0.0
DyInCu2,0.0
Zr5Sb3,0.0
ZrInRh2,0.0
TiAl,0.0
"Li2CrCo3O8,5",0.0
Er2Mg3Ru,0.0
YbTlS2,0.0
"Li2Fe3SnO8,4",0.0
NdFeSi2,0.0
NiGePt2,0.0
Dy2MgTl,0.0
"YbCaInSe4,62",0.0
PrCo2Ge2,0.0
Sm2IO2,0.0
NdMg2Ni9,0.0
TbCu5,0.0
YAgO3,0.0
Be2HgTe,0.0
AlIr,0.0
Tl3Cr,0.0
Zn2Ni9O13,0.0
"Li8Ti16CuS32,1",0.0
NdMg2,0.0
La3Ge3Br2,0.0
"Sr2Li2Nb3O10,42",0.0
"Li2Si4Ni5O14,2",0.0
HoCo3,0.0
YbPr11Se16,0.0
Sm3OsO7,0.0
Al4Cu9,0.0
LiGaAu2,0.0
Zn2BIr2,0.0
TmCu4Ag,0.0
BaSi,0.0
CeTlZn,0.0
Eu2CaO3,0.0
TmMg2Sc,0.0
CuN2O6,0.0
Sm5Br11,0.0
Hf3P,0.0
Ti2C,0.0
NaHg,0.0
AgGeO3,0.0
UFeSi,0.0
ErAl20Cr2,0.0
"Ba6In2NF,225",0.0
Tl3Ir,0.0
Ce4Bi3,0.0
NiI,0.0
Pm3I,0.0
Pm2IrRh,0.0
TmCoSi2,0.0
SbPd3,0.0
Yb2Ce8O19,0.0
Li6Ni5O10,0.0
Ho3Ni19B10,0.0
BePd2,0.0
Ni2Ge,0.0
Mn5O7,0.0
YCo2,0.0
Li7Ti5O12,0.0
"RbCuPdF5,62",0.0
BaTl3,0.0
SmSnRh2,0.0
"EuCuSeO,129",0.0
NdSbPd,0.0
"YbH2ClO2,11",0.0
U4Re7Si6,0.0
MgTi4S8,0.0
TaGaPt,0.0
SmCuO3,0.0
CoPbO3,0.0
Li2Cu2S3,0.0
Pd16S7,0.0
HoSi,0.0
TaPt3,0.0
Si4Cu5O14,0.0
CdPd,0.0
Tm2ZnOs,0.0
SmCdHg2,0.0
CaZn3Ni2,0.0
Pm2LiSi,0.0
TiZn3,0.0
Eu2ReO5,0.0
PmDy3,0.0
HfGaCo2,0.0
BaNb4O6,0.0
DyGe,0.0
DyRh,0.0
Ti2BRh6,0.0
Ba8Ta7O24,0.0
TmAlCu,0.0
FeRhO3,0.0
NbGaCo2,0.0
PmCd3,0.0
Ti2CoS4,0.0
Mg3Ge,0.0
"K3LiNb6O15,7",0.0
"Ba2FeReO6,225",0.0
UAl8Fe4,0.0
LiCu3F7,0.0
Bi2Pt,0.0
Si2Ru,0.0
Fe3B,0.0
"SnSb3(PO4)4,6",0.0
CsMnSb,0.0
Cu6PbO8,0.0
La3AlN,0.0
Pr3I,0.0
LiMo3O8,0.0
Dy3Cu4Ge4,0.0
Sr5Bi3,0.0
AlNi2,0.0
MgV4O6,0.0
DyS2,0.0
YbLi2Pb,0.0
Pr2InPd2,0.0
TbGa,0.0
EuTl,0.0
ZrRe2,0.0
CsNb6I11,0.0
HoInAu2,0.0
"Li2MnCo3O8,186",0.0
Li3Dy,0.0
K4C2O3,0.0
NdSnRh,0.0
HoCd3,0.0
TiOs3,0.0
Nb3Fe20B6,0.0
YbPO4,0.0
"Y3Al3NiGe2,189",0.0
Nb2Co3O9,0.0
HfTl3,0.0
HfNi5,0.0
"SrLa3MnO8,63",0.0
CaGa3Ni2,0.0
Eu2CuO4,0.0
YbLa5S8,0.0
TiPd,0.0
ScZn3,0.0
HoSb2O6,0.0
CsCaO3,0.0
"Li13Nb14ZnO42,1",0.0
LuPt3,0.0
PrIr2,0.0
V3Pt,0.0
SrB2,0.0
Tl8Os8O27,0.0
Bi12Rh12O41,0.0
Sm3Sb14Te24,0.0
PrTmTl2,0.0
"Li3V4FeO12,5",0.0
Na11Bi5O16,0.0
Ca2PbAu2,0.0
Hf3Si4Cu4,0.0
"Cu2HgGeSe4,121",0.0
Na2In,0.0
KHg2,0.0
Sm3AlN,0.0
LuMnSi,0.0
CaMn2As2,0.0
"AlFe4(CuO4)3,204",0.0
"SmNi2B2C,139",0.0
"La2Nb2N2O5,1",0.0
SmSi3Pt5,0.0
Pr2Au,0.0
UAlNi4,0.0
"Ba2ScIrO6,225",0.0
MgTl,0.0
Yb6U3O17,0.0
Mn2Hg5,0.0
"Mg2CuWO6,1",0.0
